gene	log2FC	pvalue	q_BH
ENSG00000278151	-0.10285769176418869	0.43832585648612465	0.6387956680451627
ENSG00000279337	0.0600662759492796	0.43832585648612465	0.6387956680451627
DGLUCY	0.11046567278489672	0.43832585648612465	0.6387956680451627
POLR2F	0.3588690898038509	0.43832585648612465	0.6387956680451627
TBPL1	0.2058638963615751	0.43832585648612465	0.6387956680451627
SNORA24	-0.5138566776442253	0.43832585648612465	0.6387956680451627
SAXO2	0.12876960296852447	0.43832585648612465	0.6387956680451627
MEIS3P2	0.11161376193514116	0.43832585648612465	0.6387956680451627
BAHD1	0.13561626130760018	0.43832585648612465	0.6387956680451627
MRTFA	0.16767179265468046	0.43832585648612465	0.6387956680451627
SNTB2	0.2546824654511184	0.43832585648612465	0.6387956680451627
RAD51-AS1	-0.132755204158312	0.43832585648612465	0.6387956680451627
RSPH14	0.005883438390134388	0.43832585648612465	0.6387956680451627
ATP2C1	0.2763617382011061	0.43832585648612465	0.6387956680451627
FADS1	-0.08379372578789823	0.43832585648612465	0.6387956680451627
ZNF202	0.11640419375092148	0.43832585648612465	0.6387956680451627
OTUD4	0.25691595535862755	0.43832585648612465	0.6387956680451627
CLEC9A	0.19936602584382057	0.43832585648612465	0.6387956680451627
ARHGEF25	-0.15791794416390248	0.43832585648612465	0.6387956680451627
SEMA4F	-0.007971817647985713	0.43832585648612465	0.6387956680451627
RREB1	0.28275614863483245	0.43832585648612465	0.6387956680451627
ZNF672	0.16406299477268904	0.43832585648612465	0.6387956680451627
HTR4	-0.1693733504084537	0.43832585648612465	0.6387956680451627
ANKRD36BP2	-0.21779738622013795	0.43832585648612465	0.6387956680451627
ADAL	0.14057270674017408	0.43832585648612465	0.6387956680451627
GUSBP2	-0.1253051040835722	0.43832585648612465	0.6387956680451627
APP-DT	0.1499268655406618	0.44199829052690465	0.6426649236509483
UBAP2L	0.22510291596031173	0.44199829052690465	0.6426649236509483
MOCS2-DT	0.11097141882373829	0.44199829052690465	0.6426649236509483
ENSG00000269403	-0.0369262947665463	0.44199829052690465	0.6426649236509483
ENSG00000288542	0.2031671873017296	0.44199829052690465	0.6426649236509483
ENSG00000283765	-0.0897936979052747	0.44199829052690465	0.6426649236509483
ZNF326	0.30306271253659123	0.44199829052690465	0.6426649236509483
NDUFV2-AS1	-0.05551529560778046	0.44199829052690465	0.6426649236509483
ACY3	-0.2398400399171754	0.44199829052690465	0.6426649236509483
PIAS4	0.00569305542951426	0.44199829052690465	0.6426649236509483
FAM185A	0.04887466495730908	0.44199829052690465	0.6426649236509483
RABL2B	0.12129148830382253	0.44199829052690465	0.6426649236509483
F8A3	-0.08699483321577728	0.44199829052690465	0.6426649236509483
KLF3-AS1	-0.11894456980728552	0.44199829052690465	0.6426649236509483
MMEL1	0.031060676882221916	0.44199829052690465	0.6426649236509483
U2AF1L4	0.23860543087215458	0.44199829052690465	0.6426649236509483
ENSG00000262879	-0.1812223002599218	0.44199829052690465	0.6426649236509483
RNA5SP268	-0.09180057235932362	0.44199829052690465	0.6426649236509483
RNA5SP155	-0.15518066912209685	0.44199829052690465	0.6426649236509483
FLYWCH1	-0.041428292086667096	0.44199829052690465	0.6426649236509483
H1-9P	-0.0039171833318887295	0.44199829052690465	0.6426649236509483
TMEM65	-0.15685685863585652	0.44199829052690465	0.6426649236509483
FAM86B2	0.1218084650535256	0.44199829052690465	0.6426649236509483
IPMK	0.09273990279914579	0.44199829052690465	0.6426649236509483
MTM1	0.1414862700629551	0.44199829052690465	0.6426649236509483
C4orf46	0.10330540178687198	0.44199829052690465	0.6426649236509483
BTBD3	0.09940102468998502	0.44199829052690465	0.6426649236509483
SKI	-0.07371872751565789	0.44199829052690465	0.6426649236509483
ALDH8A1	0.090212013275001	0.44199829052690465	0.6426649236509483
SPINK8	0.16455360285152287	0.44199829052690465	0.6426649236509483
AKAP1	0.020355573565782326	0.44199829052690465	0.6426649236509483
MAP1A	-0.17190173648935136	0.44568827223422525	0.6451080764797726
FAM3A	0.07629231089125943	0.44568827223422525	0.6451080764797726
PNKD	0.2823395704302696	0.44568827223422525	0.6451080764797726
CHST3	0.28120090442371426	0.44568827223422525	0.6451080764797726
RAB11B	-0.068650109190175	0.44568827223422525	0.6451080764797726
RPS15AP29	-0.09642437614858212	0.44568827223422525	0.6451080764797726
LINC01664	-0.07288525791927442	0.44568827223422525	0.6451080764797726
TPR	0.16198913882291288	0.44568827223422525	0.6451080764797726
REST	0.3137753682837672	0.44568827223422525	0.6451080764797726
SPAG9	-0.037535193181588156	0.44568827223422525	0.6451080764797726
SERP1	0.16248403796898092	0.44568827223422525	0.6451080764797726
PLEKHM3	-0.0017942911479238433	0.44568827223422525	0.6451080764797726
CCDC148	0.04030472917621242	0.44568827223422525	0.6451080764797726
CHAMP1	0.22068367877924588	0.44568827223422525	0.6451080764797726
ENSG00000284024	0.08282988112420964	0.44568827223422525	0.6451080764797726
MRTFB	0.1027113225173446	0.44568827223422525	0.6451080764797726
DHX9	0.30281542961608654	0.44568827223422525	0.6451080764797726
APLNR	0.487012375215663	0.44568827223422525	0.6451080764797726
GALE	0.22822537049807812	0.44568827223422525	0.6451080764797726
AFG3L2	0.17649531466579482	0.44568827223422525	0.6451080764797726
IGF2BP2	0.3587107545906063	0.44568827223422525	0.6451080764797726
RAB9A	0.2375148366592863	0.44568827223422525	0.6451080764797726
ENSG00000203279	0.0988862127011706	0.44568827223422525	0.6451080764797726
COX10	0.20830338276988924	0.44568827223422525	0.6451080764797726
DTNBP1	-0.11664751308816967	0.44568827223422525	0.6451080764797726
ENSG00000274682	-0.13200550877099992	0.44568827223422525	0.6451080764797726
UBOX5	0.13638198766437903	0.44568827223422525	0.6451080764797726
ZNF93	0.02805228617683375	0.44568827223422525	0.6451080764797726
MIR762HG	-0.07856943415355322	0.44568827223422525	0.6451080764797726
SNORA80B	-0.9200264150100548	0.44568827223422525	0.6451080764797726
PITRM1	0.23311881032456938	0.44568827223422525	0.6451080764797726
SNORA18	-0.5204436076627967	0.44568827223422525	0.6451080764797726
ENSG00000280828	-0.10273324237054926	0.44568827223422525	0.6451080764797726
MRAP2	-0.35458918059780387	0.44568827223422525	0.6451080764797726
SETD2	0.21881015584038677	0.44568827223422525	0.6451080764797726
FOXG1-AS1	0.11354905647903424	0.44568827223422525	0.6451080764797726
PEX26	0.023814893453697028	0.44568827223422525	0.6451080764797726
AZIN1	0.20367805194773858	0.44568827223422525	0.6451080764797726
PREPL	0.25868212263960366	0.44568827223422525	0.6451080764797726
SIK2	0.031515622139931754	0.44568827223422525	0.6451080764797726
SUN1	0.2039146328939596	0.44568827223422525	0.6451080764797726
SNORA5A	-0.4512748346667057	0.44568827223422525	0.6451080764797726
RPL23AP82	0.09562576650410293	0.44568827223422525	0.6451080764797726
FOXP4-AS1	0.10374458832358813	0.44568827223422525	0.6451080764797726
ENSG00000288908	0.03174794875314013	0.44568827223422525	0.6451080764797726
OGDH	0.15658849300558764	0.44568827223422525	0.6451080764797726
ENSG00000289050	-0.09596106423263728	0.44568827223422525	0.6451080764797726
NRSN2	-0.15023124014778944	0.44568827223422525	0.6451080764797726
SLC25A21	-0.017701950584604276	0.44568827223422525	0.6451080764797726
SMURF1	0.0898405589367206	0.44568827223422525	0.6451080764797726
RNF40	0.19699552989080082	0.44568827223422525	0.6451080764797726
ZNF271P	0.19243552720635337	0.44568827223422525	0.6451080764797726
MAGED2	0.3379326784547887	0.44568827223422525	0.6451080764797726
KPNA4	0.14304306649517073	0.44568827223422525	0.6451080764797726
RALGPS2	0.06981663811894712	0.44568827223422525	0.6451080764797726
ENSG00000271452	-0.011330839427590389	0.44568827223422525	0.6451080764797726
FKBP3	0.3558414527020277	0.44568827223422525	0.6451080764797726
RAB4B	0.19756382214819723	0.44568827223422525	0.6451080764797726
SLC44A2	0.18099735517501703	0.44568827223422525	0.6451080764797726
PIKFYVE	0.0927153883722438	0.44568827223422525	0.6451080764797726
PPIE	0.35138029698296647	0.44568827223422525	0.6451080764797726
AOPEP	0.02051639839158126	0.44939574292850093	0.6486523693264762
LINC01410	0.11595489701745398	0.44939574292850093	0.6486523693264762
C1DP1	0.023767529493112782	0.44939574292850093	0.6486523693264762
UPF1	-0.01881956926503925	0.44939574292850093	0.6486523693264762
DPH2	0.25778581371304954	0.44939574292850093	0.6486523693264762
LINC02356	0.11766727033328817	0.44939574292850093	0.6486523693264762
ENSG00000196656	0.6406199242847705	0.44939574292850093	0.6486523693264762
CCDC180	-0.02515725274889702	0.44939574292850093	0.6486523693264762
RAD54L	0.05178839674525071	0.44939574292850093	0.6486523693264762
ZNF232	0.13659581303849855	0.44939574292850093	0.6486523693264762
EPOR	0.12219700864464134	0.44939574292850093	0.6486523693264762
ENSG00000289515	0.05143495995968861	0.44939574292850093	0.6486523693264762
ZFAND2A-DT	0.15111914352132927	0.44939574292850093	0.6486523693264762
TMEM41A	0.18794130826129107	0.44939574292850093	0.6486523693264762
PORCN	0.13989408640935164	0.44939574292850093	0.6486523693264762
ACD	0.12815729787846752	0.44939574292850093	0.6486523693264762
ENSG00000237773	-0.1117200142350816	0.44939574292850093	0.6486523693264762
TRIM35	0.14875875067473654	0.44939574292850093	0.6486523693264762
MCC	0.13672615402286903	0.44939574292850093	0.6486523693264762
CSAG1	-0.051416761053560855	0.44939574292850093	0.6486523693264762
PIPOX	0.2855972663417248	0.44939574292850093	0.6486523693264762
LIX1L	0.13075426057581918	0.44939574292850093	0.6486523693264762
SEPTIN2P1	-0.025388989068743928	0.44939574292850093	0.6486523693264762
TMEM170A	0.18890738603195567	0.44939574292850093	0.6486523693264762
LATS2	0.20148518950578675	0.44939574292850093	0.6486523693264762
SKIL	0.3455768403744832	0.44939574292850093	0.6486523693264762
COX6CP1	-0.016403541239175423	0.44939574292850093	0.6486523693264762
LAGE3	0.1401701766091379	0.44939574292850093	0.6486523693264762
ZNF426-DT	-0.1288962587032545	0.44939574292850093	0.6486523693264762
TRIM61	-0.11715757248292258	0.44939574292850093	0.6486523693264762
STRBP	-0.16295994146223425	0.44939574292850093	0.6486523693264762
ENSG00000271918	-0.023792139042860372	0.44939574292850093	0.6486523693264762
NARS2	0.2278468292831306	0.44939574292850093	0.6486523693264762
LINC01778	0.20064199319548037	0.44939574292850093	0.6486523693264762
KLC1	-0.21767085234683226	0.44939574292850093	0.6486523693264762
PGAM2	-0.19808862975367125	0.44939574292850093	0.6486523693264762
H1-4	-0.650706731045946	0.44939574292850093	0.6486523693264762
CATSPER2P1	0.08382729511171472	0.44939574292850093	0.6486523693264762
CPT1C	0.2220378684782034	0.4531206423042382	0.6512445168055849
MCUR1	-0.1508507266741832	0.4531206423042382	0.6512445168055849
TSPAN5	0.13075911679579733	0.4531206423042382	0.6512445168055849
FAM32A	0.15428630752363137	0.4531206423042382	0.6512445168055849
RPL32	0.27890905935856125	0.4531206423042382	0.6512445168055849
ARRB1	-0.12368200989245537	0.4531206423042382	0.6512445168055849
RSBN1	0.08838444101465326	0.4531206423042382	0.6512445168055849
ENSG00000273210	0.033150195652998815	0.4531206423042382	0.6512445168055849
ENSG00000261054	-0.06150692220330689	0.4531206423042382	0.6512445168055849
COX7C	0.3662415411233191	0.4531206423042382	0.6512445168055849
COX6A1	0.33483237711515024	0.4531206423042382	0.6512445168055849
SNORA37	-1.2548689063323977	0.4531206423042382	0.6512445168055849
MTRFR	0.11895854051595434	0.4531206423042382	0.6512445168055849
DNM1P46	0.08300214831803693	0.4531206423042382	0.6512445168055849
NSA2	0.22483973390783873	0.4531206423042382	0.6512445168055849
ENSG00000239985	0.2817578858768218	0.4531206423042382	0.6512445168055849
DAPK2	0.20790899586385514	0.4531206423042382	0.6512445168055849
SNORA63	-1.5528848760278429	0.4531206423042382	0.6512445168055849
CDT1	0.05932182012170428	0.4531206423042382	0.6512445168055849
RPS3A	0.2420972252876208	0.4531206423042382	0.6512445168055849
OSBPL7	0.13968150969291715	0.4531206423042382	0.6512445168055849
NRAD1	0.19628547319710488	0.4531206423042382	0.6512445168055849
ZCCHC24	-0.07582390276602435	0.4531206423042382	0.6512445168055849
RMDN3	0.18970927156345319	0.4531206423042382	0.6512445168055849
MLF2	0.12283032778724401	0.4531206423042382	0.6512445168055849
BCAS2	0.3334611489806094	0.4531206423042382	0.6512445168055849
ZNF641	-0.011484668667096631	0.4531206423042382	0.6512445168055849
DIO2	0.15653080377937068	0.4531206423042382	0.6512445168055849
CHMP4BP1	0.03596206979378819	0.4531206423042382	0.6512445168055849
HPS6	0.10646790991925448	0.4531206423042382	0.6512445168055849
HNRNPA3P6	-0.07896259980054882	0.4531206423042382	0.6512445168055849
TPGS1	-0.27184080873680516	0.4531206423042382	0.6512445168055849
PAIP1	0.20000215700466928	0.4531206423042382	0.6512445168055849
MMACHC	0.026250177607116232	0.4531206423042382	0.6512445168055849
ZNF235	0.1716795523886876	0.4531206423042382	0.6512445168055849
EXOSC10-AS1	0.10193741246447285	0.4531206423042382	0.6512445168055849
GPR39	0.18207891694088674	0.4531206423042382	0.6512445168055849
ENSG00000226266	-0.10720235437278358	0.4531206423042382	0.6512445168055849
SEMA3B	-0.07561590967140086	0.4531206423042382	0.6512445168055849
KIAA1614	-0.02843914028607042	0.4531206423042382	0.6512445168055849
TYW5	0.043721963848197376	0.4531206423042382	0.6512445168055849
DIPK2A	0.1977579461239931	0.4531206423042382	0.6512445168055849
FKBP8	-0.13630527335118536	0.4531206423042382	0.6512445168055849
NT5C2	0.22285752135920944	0.4531206423042382	0.6512445168055849
TPSB2	0.4555386822422587	0.4531206423042382	0.6512445168055849
LETM2	0.18232957588775411	0.4531206423042382	0.6512445168055849
GRK4	0.003031094771491105	0.4531206423042382	0.6512445168055849
ZNF551	0.17072898263899638	0.4531206423042382	0.6512445168055849
AP1S1	0.2439711352495335	0.4531206423042382	0.6512445168055849
RBM23	0.19382004132411446	0.4531206423042382	0.6512445168055849
RNU6-8	-0.5607341492125162	0.4531206423042382	0.6512445168055849
HCN1	-0.49444085358826045	0.4531206423042382	0.6512445168055849
ANKRD36C	-0.07331435265620234	0.4531206423042382	0.6512445168055849
ZNF564	0.13642114537169503	0.4531206423042382	0.6512445168055849
HMGN2	0.3454388522012186	0.4531206423042382	0.6512445168055849
AP3D1	0.1108964465587361	0.4531206423042382	0.6512445168055849
ENSG00000289629	0.011411145254760446	0.4531206423042382	0.6512445168055849
PDSS1	0.23991984323121085	0.4531206423042382	0.6512445168055849
PRCD	-0.0629858827619032	0.4568629084293323	0.6547487821089626
MAGIX	-0.015219021584249814	0.4568629084293323	0.6547487821089626
ENSG00000288890	-0.06042283638737378	0.4568629084293323	0.6547487821089626
ENSG00000233133	-0.2385855174509357	0.4568629084293323	0.6547487821089626
ENSG00000216775	0.1267669632433992	0.4568629084293323	0.6547487821089626
SLC7A14	-0.14908821546592343	0.4568629084293323	0.6547487821089626
SDHB	0.2766421860351187	0.4568629084293323	0.6547487821089626
PLA2G7	0.34295043571699213	0.4568629084293323	0.6547487821089626
RN7SL472P	-0.11916151125739494	0.4568629084293323	0.6547487821089626
PPP2R5A	-0.0919777341390895	0.4568629084293323	0.6547487821089626
FAM50B	-0.09440875454442832	0.4568629084293323	0.6547487821089626
ZNF808	0.15536782557370254	0.4568629084293323	0.6547487821089626
SRP9P1	0.18550453603589812	0.4568629084293323	0.6547487821089626
MOSPD3	0.11339937686223367	0.4568629084293323	0.6547487821089626
RABIF	0.12111216556515547	0.4568629084293323	0.6547487821089626
LINC00877	0.13417136263550555	0.4568629084293323	0.6547487821089626
FAM124B	0.16057642593812393	0.4568629084293323	0.6547487821089626
FBXO42	0.15090244139974063	0.4568629084293323	0.6547487821089626
CCDC127	0.07938717668034978	0.4568629084293323	0.6547487821089626
H3C10	0.1258957747727858	0.4568629084293323	0.6547487821089626
MRPS21	0.29230654861786665	0.4568629084293323	0.6547487821089626
ZIK1	0.10916848864706208	0.4568629084293323	0.6547487821089626
ENSG00000286874	0.11919960067386592	0.4568629084293323	0.6547487821089626
NT5DC3	0.1993755402574564	0.4568629084293323	0.6547487821089626
HSF4	0.2913858374827658	0.4568629084293323	0.6547487821089626
MAN2A1-DT	0.1234622922298848	0.4568629084293323	0.6547487821089626
TMUB2	0.15225792364238222	0.4568629084293323	0.6547487821089626
ELL2	0.2010354624396058	0.4568629084293323	0.6547487821089626
NHLRC1	0.05800965586304918	0.4568629084293323	0.6547487821089626
HECTD2	0.29160241465065484	0.4568629084293323	0.6547487821089626
CLN8-AS1	-0.07097089414289481	0.4568629084293323	0.6547487821089626
ENSG00000276570	-0.05238015131300078	0.4568629084293323	0.6547487821089626
ENSG00000244560	-0.01819128376142798	0.4568629084293323	0.6547487821089626
IER5L	0.20269490307695204	0.4568629084293323	0.6547487821089626
ENSG00000278802	-0.10666383677252117	0.4568629084293323	0.6547487821089626
FSD1L	-0.10630825528017263	0.4568629084293323	0.6547487821089626
SGPL1	0.1427667051443131	0.4568629084293323	0.6547487821089626
HSD17B1	0.1335974028384016	0.4568629084293323	0.6547487821089626
RNF168	0.12191085197232532	0.4568629084293323	0.6547487821089626
PDXDC2P	-0.026722721657409187	0.4606224777446114	0.6564373170827683
EXOSC3	0.15069938424754392	0.4606224777446114	0.6564373170827683
PTMA	0.20806914606713	0.4606224777446114	0.6564373170827683
SNORA64	-1.0062856690103983	0.4606224777446114	0.6564373170827683
ENSG00000278903	0.13238637589358415	0.4606224777446114	0.6564373170827683
PER2	0.13968816510868853	0.4606224777446114	0.6564373170827683
ENSG00000260317	0.1853657258109278	0.4606224777446114	0.6564373170827683
MFSD3	-0.06665992336584381	0.4606224777446114	0.6564373170827683
IQUB	0.03867224739521136	0.4606224777446114	0.6564373170827683
TCAF2	-0.18671947791783772	0.4606224777446114	0.6564373170827683
FUT8-AS1	0.046568090326467804	0.4606224777446114	0.6564373170827683
ASPDH	-0.2843936065372934	0.4606224777446114	0.6564373170827683
ENSG00000261218	0.13031438493982406	0.4606224777446114	0.6564373170827683
RDH11	0.2435812148843466	0.4606224777446114	0.6564373170827683
CACTIN	0.062179112938155257	0.4606224777446114	0.6564373170827683
ATP2B1	-0.09407569170381347	0.4606224777446114	0.6564373170827683
SPIRE1	-0.05653297652509748	0.4606224777446114	0.6564373170827683
L3MBTL2	0.16708204520984138	0.4606224777446114	0.6564373170827683
GTF2IRD2B	-0.14528423468372909	0.4606224777446114	0.6564373170827683
ENSG00000228886	-0.07447737048098868	0.4606224777446114	0.6564373170827683
LIN7A	0.14068604594184908	0.4606224777446114	0.6564373170827683
EPS15	-0.06359569259287756	0.4606224777446114	0.6564373170827683
GPM6B	-0.09561588410808763	0.4606224777446114	0.6564373170827683
GTF3C4	-0.033214455487575734	0.4606224777446114	0.6564373170827683
SNORA38B	-0.7359615317349788	0.4606224777446114	0.6564373170827683
IGBP1	0.23830286160042924	0.4606224777446114	0.6564373170827683
PALLD	0.24156242677968098	0.4606224777446114	0.6564373170827683
NDUFB10	0.1972063074463657	0.4606224777446114	0.6564373170827683
ENSG00000272829	0.00351517130298612	0.4606224777446114	0.6564373170827683
WWP1	0.16270980112855948	0.4606224777446114	0.6564373170827683
PTK2B	0.17211684898036061	0.4606224777446114	0.6564373170827683
ENSG00000287725	0.005088238933227407	0.4606224777446114	0.6564373170827683
SHB	0.18681044484167186	0.4606224777446114	0.6564373170827683
NPTX2	0.2619811302604509	0.4606224777446114	0.6564373170827683
ENSG00000212293	-0.17479994697281181	0.4606224777446114	0.6564373170827683
KLHDC8A	0.2488468185253616	0.4606224777446114	0.6564373170827683
SNORD118	-0.3281589661093842	0.4606224777446114	0.6564373170827683
GDI1	-0.07127366922860201	0.4606224777446114	0.6564373170827683
RAC1	0.19833767436434524	0.4606224777446114	0.6564373170827683
POLL	0.18652538304240718	0.4606224777446114	0.6564373170827683
TWNK	0.17658832310847727	0.4606224777446114	0.6564373170827683
C8orf88	0.18617532263725423	0.4606224777446114	0.6564373170827683
AGAP1-IT1	-0.1281253254052791	0.4606224777446114	0.6564373170827683
SMIM10	0.1926434393266767	0.4606224777446114	0.6564373170827683
RBM15B	0.13497533772844905	0.4606224777446114	0.6564373170827683
C3orf80	-0.3343576476882524	0.4606224777446114	0.6564373170827683
CYGB	0.17688087460399382	0.4606224777446114	0.6564373170827683
SH2B2	0.0965543790566108	0.4606224777446114	0.6564373170827683
DAG1	0.20752378916433667	0.4606224777446114	0.6564373170827683
DCAF10	0.2825383427253092	0.4606224777446114	0.6564373170827683
LSS	0.1953737377608138	0.4606224777446114	0.6564373170827683
COL4A6	-0.16378593368605432	0.4606224777446114	0.6564373170827683
ENSG00000279602	-0.17294690183355255	0.4606224777446114	0.6564373170827683
RETSAT	0.21368120060190865	0.4606224777446114	0.6564373170827683
RPL18AP3	-0.13477647958164773	0.4606224777446114	0.6564373170827683
SOHLH2	-0.012009783817077013	0.4606224777446114	0.6564373170827683
PLEKHA1	-0.04744807021618991	0.4606224777446114	0.6564373170827683
CPSF1	0.25962592980235843	0.4606224777446114	0.6564373170827683
FDXR	0.21321648476527644	0.4606224777446114	0.6564373170827683
NAT9	0.21796574415615932	0.4606224777446114	0.6564373170827683
NUFIP2	0.14221982151467216	0.4606224777446114	0.6564373170827683
ENSG00000272140	-0.11755584104594674	0.4606224777446114	0.6564373170827683
H2BC5	0.2488742041422718	0.4606224777446114	0.6564373170827683
EIF4A1P10	0.04084971384917191	0.4606224777446114	0.6564373170827683
PAFAH1B3	-0.1855318845733689	0.4606224777446114	0.6564373170827683
ZBED5	0.20651767815080424	0.4606224777446114	0.6564373170827683
TMEM25	-0.1634087737750276	0.4606224777446114	0.6564373170827683
PRMT9	0.21720146048589162	0.4606224777446114	0.6564373170827683
ENSG00000283236	-0.07087928534319499	0.4606224777446114	0.6564373170827683
MFAP3L	0.2804535633363887	0.4606224777446114	0.6564373170827683
BCKDHA	0.11690857493329743	0.4606224777446114	0.6564373170827683
SNORA65	-0.4617914243310417	0.4606224777446114	0.6564373170827683
VPS50	0.20355196786906982	0.4606224777446114	0.6564373170827683
SH3GLB2	-0.2736832014190167	0.4606224777446114	0.6564373170827683
RAB2A	0.22824225984127366	0.4606224777446114	0.6564373170827683
TPT1P9	0.1211616721495753	0.4606224777446114	0.6564373170827683
IRX3	0.12387297315073853	0.4606224777446114	0.6564373170827683
PAX8-AS1	0.338442718414971	0.4643992850636286	0.6601381053234782
ENSG00000243302	-0.15018866187472346	0.4643992850636286	0.6601381053234782
TAF1B	0.18646984826748847	0.4643992850636286	0.6601381053234782
GIHCG	-0.09160533662382919	0.4643992850636286	0.6601381053234782
RCHY1	0.23665375860558635	0.4643992850636286	0.6601381053234782
ROBO4	-0.008809900395418513	0.4643992850636286	0.6601381053234782
LRRC23	0.24367034572484858	0.4643992850636286	0.6601381053234782
RFX2	-0.06685762721249189	0.4643992850636286	0.6601381053234782
STX1A	-0.4520515192723704	0.4643992850636286	0.6601381053234782
RAB11FIP5	-0.10500846574661038	0.4643992850636286	0.6601381053234782
LINC01094	0.16351263462138288	0.4643992850636286	0.6601381053234782
MINAR1	0.28376647331690164	0.4643992850636286	0.6601381053234782
WDR62	0.1528974477111693	0.4643992850636286	0.6601381053234782
SNORA21B	-0.2372791779735648	0.4643992850636286	0.6601381053234782
TCEA1	0.16838635148443082	0.4643992850636286	0.6601381053234782
LRPPRC	0.20438226037138207	0.4643992850636286	0.6601381053234782
KLHDC1	0.10549932399562967	0.4643992850636286	0.6601381053234782
SPHK2	0.08385880718084815	0.4643992850636286	0.6601381053234782
PUM1	0.09691219167817877	0.4643992850636286	0.6601381053234782
LNP1	-0.07264573542322283	0.4643992850636286	0.6601381053234782
SASS6	0.11194592925728897	0.4643992850636286	0.6601381053234782
SEC1P	0.1943391067568	0.4643992850636286	0.6601381053234782
CREBZF	0.02047021575298391	0.4643992850636286	0.6601381053234782
ENSG00000288663	0.29657363411841753	0.4643992850636286	0.6601381053234782
EEF1AKMT1	0.2732410340883593	0.4643992850636286	0.6601381053234782
EID3	0.15234474244324092	0.4643992850636286	0.6601381053234782
DNAAF2	0.150759846971543	0.4643992850636286	0.6601381053234782
PIK3C2A	0.05400142219681525	0.4643992850636286	0.6601381053234782
ENSG00000250132	-0.13189991946543045	0.4643992850636286	0.6601381053234782
GABPB1-IT1	0.05971015251768419	0.4643992850636286	0.6601381053234782
FAM162A	0.36230242888967634	0.4643992850636286	0.6601381053234782
FBXW9	0.11002596500724326	0.4643992850636286	0.6601381053234782
WASH7P	-0.16639681810722862	0.4643992850636286	0.6601381053234782
RWDD4P2	0.1169024444247973	0.4643992850636286	0.6601381053234782
MMP28	-0.23867416189463375	0.4643992850636286	0.6601381053234782
CDC42EP1	0.15140685140442622	0.4681932635727041	0.6625491287141084
ENSG00000275496	-0.2976938226283137	0.4681932635727041	0.6625491287141084
GLTP	0.19853634672688703	0.4681932635727041	0.6625491287141084
ENSG00000274333	-0.2575762612313164	0.4681932635727041	0.6625491287141084
HNRNPA3	0.14467842667984865	0.4681932635727041	0.6625491287141084
RN7SL1	-0.7974048158548452	0.4681932635727041	0.6625491287141084
ZNF738	0.1068789601150828	0.4681932635727041	0.6625491287141084
RPL34	0.331986529855401	0.4681932635727041	0.6625491287141084
COMMD7	0.21654357572791394	0.4681932635727041	0.6625491287141084
UTP23	0.21325187184905436	0.4681932635727041	0.6625491287141084
UCHL1	0.3568610978337379	0.4681932635727041	0.6625491287141084
CEBPA-DT	0.0640297472598681	0.4681932635727041	0.6625491287141084
DIRAS1	-0.18616372746727894	0.4681932635727041	0.6625491287141084
UBXN11	0.1679726834180424	0.4681932635727041	0.6625491287141084
ENSG00000255641	-0.11221842280788175	0.4681932635727041	0.6625491287141084
NRDE2	0.16746138784026376	0.4681932635727041	0.6625491287141084
SPAAR	0.09524105449789588	0.4681932635727041	0.6625491287141084
TOX	-0.09686417155427218	0.4681932635727041	0.6625491287141084
SLC25A29	-0.015939444704332395	0.4681932635727041	0.6625491287141084
RANBP3	0.13987280878057984	0.4681932635727041	0.6625491287141084
BOLA2B	-0.04498044919014621	0.4681932635727041	0.6625491287141084
TCEAL7	0.32688756657540363	0.4681932635727041	0.6625491287141084
NMNAT2	-0.2881768275080092	0.4681932635727041	0.6625491287141084
ENSG00000286948	-0.19275436847515362	0.4681932635727041	0.6625491287141084
CNTNAP3C	-0.05277631627236212	0.4681932635727041	0.6625491287141084
ENSG00000288943	0.34643766555501343	0.4681932635727041	0.6625491287141084
EGLN1P1	-0.10422816242214805	0.4681932635727041	0.6625491287141084
PCDHB3	0.0969425200612184	0.4681932635727041	0.6625491287141084
AMN1	-0.1493220933161492	0.4681932635727041	0.6625491287141084
ETFBKMT	0.14366649890698135	0.4681932635727041	0.6625491287141084
CDIPT	0.10893598896601908	0.4681932635727041	0.6625491287141084
PRAF2	0.1234947655050016	0.4681932635727041	0.6625491287141084
BORCS8-MEF2B	0.060161234461837854	0.4681932635727041	0.6625491287141084
EIF3FP3	0.20061927361495413	0.4681932635727041	0.6625491287141084
PEMT	0.14863205793061063	0.4681932635727041	0.6625491287141084
C1D	0.1370380900764676	0.4681932635727041	0.6625491287141084
ENSG00000271344	-0.08546598152704254	0.4681932635727041	0.6625491287141084
DTX3	-0.09514149091153001	0.4681932635727041	0.6625491287141084
ZKSCAN4	0.12028739654983167	0.4681932635727041	0.6625491287141084
COX7A2	0.354747643380974	0.4681932635727041	0.6625491287141084
KCNMA1	-0.1371173518170199	0.4681932635727041	0.6625491287141084
MORF4L1	0.2040180616976217	0.4681932635727041	0.6625491287141084
STXBP1	-0.33065053235494	0.4681932635727041	0.6625491287141084
ENSG00000275185	0.07694770792961758	0.4681932635727041	0.6625491287141084
ENSG00000250318	-0.14848121676527937	0.4681932635727041	0.6625491287141084
STAG3L2	-0.09315586135511333	0.4681932635727041	0.6625491287141084
