Kids_First_Biospecimen_ID,PC1,PC2,ecotype
BS_KABQQA0T,5.24787873636056,-2.70693446953827,Immune-desert
BS_KBEX4RT2,1.67591925954205,-5.21957214807043,Intermediate
BS_KFD5128N,1.58187499830736,0.37287136318952,Intermediate
BS_KKDTW11T,2.06172352585954,-0.991578745581014,Intermediate
BS_KP735TJ6,6.02166889916611,0.0475054369058327,Immune-desert
BS_KQ6ZW085,1.63998803925713,0.774593359434085,Intermediate
BS_KRS4EV4X,0.209426037898932,-0.0624404964054171,Intermediate
BS_KS8HMGA6,-5.97447483580197,-1.29504844572621,Inflamed
BS_KVPWHDR4,-0.0862368299189489,-0.727673224314708,Intermediate
BS_M0FA190Y,-1.11636838514597,-2.31209095050539,Intermediate
BS_M0XGZ53Z,6.82014589329014,-0.682206231412306,Immune-desert
BS_M1PVEHCM,7.97138584429896,-0.725194943157911,Immune-desert
BS_M54TWTH4,-1.16707250210243,-1.11859804567441,Intermediate
BS_M7XB258E,-6.74898670723486,2.14513168300528,Inflamed
BS_M85CXHDV,-3.59561484121205,2.55190730070823,Inflamed
BS_MB7WN0ZB,0.441144586719359,0.365528249088158,Intermediate
BS_MD0937XT,5.35458611295343,0.528362721051947,Immune-desert
BS_MDBT7S5Z,6.90457833449487,-0.177758243763123,Immune-desert
BS_ME6VQGG4,0.835401534254167,2.36845307263133,Intermediate
BS_MFGZH8FK,1.00723285840338,0.266123573108277,Intermediate
BS_MG78HQDM,10.1091428914667,-3.26400898019052,Immune-desert
BS_MWWZBQ60,1.85158148895942,1.36348519108602,Intermediate
BS_N6TQBQ8M,1.68432341521025,-1.7906434415188,Intermediate
BS_N7SW36FD,-2.82996573040223,2.15024547927363,Inflamed
BS_N7VQ1GQB,-2.66934035623343,0.758668345454826,Inflamed
BS_NB9XXBW6,0.917483118484972,-0.103961547506672,Intermediate
BS_NEFAASTR,-2.79554136218906,-0.778439128028837,Inflamed
BS_NEVYM2FP,0.872341560725742,-0.177985060875773,Intermediate
BS_NFKKDYSV,-3.84827917844045,0.700339034252925,Inflamed
BS_NGSG2KB6,-3.63848598094951,1.36043383299736,Inflamed
BS_NNYXMSTX,-3.44952087029178,-1.23893460247812,Inflamed
BS_NPA6CZQF,3.65588109258866,-0.508265053205884,Immune-desert
BS_NQ54ST98,-1.76430541512697,0.212686951729734,Intermediate
