ecotype	source	term_id	term_name	p_value	term_size	query_size	intersection_size	precision	recall
Lymphocyte-inflamed	WP	WP:WP3896	Dengue 2 interactions with complement and coagulation cascades	1.1408230051326926e-09	59	176	14	0.07954545454545454	0.23728813559322035
Lymphocyte-inflamed	KEGG	KEGG:04940	Type I diabetes mellitus	1.207907741831653e-09	41	131	11	0.08396946564885496	0.2682926829268293
Lymphocyte-inflamed	GO:BP	GO:0002703	regulation of leukocyte mediated immunity	1.2306361056852957e-09	252	157	18	0.11464968152866242	0.07142857142857142
Lymphocyte-inflamed	GO:BP	GO:1990266	neutrophil migration	1.3922148748784119e-09	106	117	12	0.10256410256410256	0.11320754716981132
Lymphocyte-inflamed	KEGG	KEGG:05322	Systemic lupus erythematosus	1.4127757272338472e-09	136	131	17	0.1297709923664122	0.125
Lymphocyte-inflamed	GO:CC	GO:0030139	endocytic vesicle	1.4456413775153802e-09	355	115	17	0.14782608695652175	0.04788732394366197
Lymphocyte-inflamed	GO:BP	GO:0023056	positive regulation of signaling	1.4833770658450868e-09	1779	189	49	0.25925925925925924	0.027543563799887576
Lymphocyte-inflamed	GO:BP	GO:0031349	positive regulation of defense response	1.8497973911282244e-09	519	104	20	0.19230769230769232	0.038535645472061654
Lymphocyte-inflamed	GO:CC	GO:0072562	blood microparticle	2.0603758091082307e-09	138	178	14	0.07865168539325842	0.10144927536231885
Lymphocyte-inflamed	GO:BP	GO:0001818	negative regulation of cytokine production	2.1610965638026563e-09	295	159	19	0.11949685534591195	0.06440677966101695
Lymphocyte-inflamed	GO:BP	GO:0071216	cellular response to biotic stimulus	2.248481600835598e-09	252	186	19	0.10215053763440861	0.07539682539682539
Lymphocyte-inflamed	GO:BP	GO:0033993	response to lipid	2.4407673409530165e-09	880	194	34	0.17525773195876287	0.038636363636363635
Lymphocyte-inflamed	KEGG	KEGG:04612	Antigen processing and presentation	2.4756057048518814e-09	71	58	10	0.1724137931034483	0.14084507042253522
Lymphocyte-inflamed	GO:BP	GO:0050671	positive regulation of lymphocyte proliferation	2.645714094922791e-09	146	143	14	0.0979020979020979	0.0958904109589041
Lymphocyte-inflamed	REAC	REAC:R-HSA-6783783	Interleukin-10 signaling	2.65967127209538e-09	45	186	12	0.06451612903225806	0.26666666666666666
Lymphocyte-inflamed	KEGG	KEGG:05133	Pertussis	3.011050385054869e-09	76	97	12	0.12371134020618557	0.15789473684210525
Lymphocyte-inflamed	GO:BP	GO:0032946	positive regulation of mononuclear cell proliferation	3.1926368881519245e-09	148	143	14	0.0979020979020979	0.0945945945945946
