Signature,Kids_First_Biospecimen_ID,score
Microglia_Core_Homeostatic,BS_QB84TBA3,0.549115516264944
Microglia_Core_Homeostatic,BS_QGKEP3KB,0.826784608786466
Microglia_Core_Homeostatic,BS_QH0VYVJK,0.783565783918576
Microglia_Core_Homeostatic,BS_QHY302E8,0.769131991502735
Microglia_Core_Homeostatic,BS_QMBS32Y2,0.700204366851973
Microglia_Core_Homeostatic,BS_QNNX91SM,0.79783419184378
Microglia_Core_Homeostatic,BS_QY2G1JZJ,0.859747609271226
Microglia_Core_Homeostatic,BS_QYA4TQXX,0.580612452469463
Microglia_Core_Homeostatic,BS_R5JQE0VJ,0.645443015402944
Microglia_Core_Homeostatic,BS_R5SNFB5B,0.561419777920439
Microglia_Core_Homeostatic,BS_R9B92M75,0.842560253478951
Microglia_Core_Homeostatic,BS_RHAWQJ48,0.815010779702421
Microglia_Core_Homeostatic,BS_RHM60031,0.64457239743851
Microglia_Core_Homeostatic,BS_RJC3WDD6,0.636105417906192
Microglia_Core_Homeostatic,BS_RN0VAY51,0.821384353981642
Microglia_Core_Homeostatic,BS_RX1YTZ7F,0.767213953582597
Microglia_Core_Homeostatic,BS_RZBFH1QF,0.485470776954565
Microglia_Core_Homeostatic,BS_S2TA8R29,0.842473311595529
Microglia_Core_Homeostatic,BS_S3C2PZAH,0.65959006078798
Microglia_Core_Homeostatic,BS_S3MET0JZ,0.804236560835764
Microglia_Core_Homeostatic,BS_S4V9E1XJ,0.874257686843551
Microglia_Core_Homeostatic,BS_S5P8VTN5,0.779931691656431
Microglia_Core_Homeostatic,BS_S6B9DVNS,0.544907349580392
Microglia_Core_Homeostatic,BS_S6S7SK3P,0.660529117651881
Microglia_Core_Homeostatic,BS_S8K878T3,0.798646585323072
Microglia_Core_Homeostatic,BS_SBMAM00V,0.760318907475129
Microglia_Core_Homeostatic,BS_SBMCD7XZ,0.856014481716009
Microglia_Core_Homeostatic,BS_SD0EMK7Y,0.837996320916383
Microglia_Core_Homeostatic,BS_SD8YBRBR,0.560136235616192
Microglia_Core_Homeostatic,BS_SERDGASJ,0.813070038622145
Microglia_Core_Homeostatic,BS_SJVTZ5TH,0.585053871480456
Microglia_Core_Homeostatic,BS_SMWQR2F1,0.682144979307218
Microglia_Core_Homeostatic,BS_SNVM7CZT,0.789056703761565
Microglia_Core_Homeostatic,BS_SR2RGDXJ,0.781784707826342
Microglia_Core_Homeostatic,BS_SW9Z10F9,0.842896456439357
Microglia_Core_Homeostatic,BS_SY3J3XR9,0.755639196135029
Microglia_Core_Homeostatic,BS_T1YHK6B7,0.667868483309891
Microglia_Core_Homeostatic,BS_T2F48Z4E,0.7126001377336
Microglia_Core_Homeostatic,BS_T9A8JJW5,0.766794498923487
Microglia_Core_Homeostatic,BS_TASG32Z2,0.598483837245645
Microglia_Core_Homeostatic,BS_TGS109T3,0.750785750442698
Microglia_Core_Homeostatic,BS_TM9MH0RP,0.831423812867809
Microglia_Core_Homeostatic,BS_TR2P8KRF,0.715487003532164
Microglia_Core_Homeostatic,BS_TRKH2SPE,0.768641371105694
