ecotype	gene	log2FC	q_BH
Myeloid-dominant	MT-ND2	1.1653641164028183	0.014410141552006334
Myeloid-dominant	RPL12	1.1629867384306642	0.0009747787083419866
Myeloid-dominant	MTATP6P1	1.1536616372411306	0.01195628986847218
Myeloid-dominant	RPL39	1.1523858342974584	0.0014959176542992969
Myeloid-dominant	ENSG00000237550	1.1498105448806175	0.005177442865787351
Myeloid-dominant	RPL22	1.1431578258782196	0.0013305194160389184
Myeloid-dominant	LINC00844	1.127048481008813	0.004625128907080182
Myeloid-dominant	RPS18	1.123536145719152	0.0005765221800171424
Myeloid-dominant	RPL36AL	1.1215543671653725	0.0008796791198474423
Myeloid-dominant	GIHCG	1.110954538445418	0.00012968918094356083
Myeloid-dominant	EEF1A1	1.1049573600762344	0.0004268713456147442
Myeloid-dominant	RPS15	1.0962400141213662	0.00030778456225973765
Myeloid-dominant	RPL31	1.094621039844128	0.0007762572017818885
Myeloid-dominant	BOLA2	1.090603862927432	0.0004303215591680299
Myeloid-dominant	CHCHD2	1.0830054956372193	0.00023296705171006694
Myeloid-dominant	RPS15A	1.0806816445360088	0.000650073071823286
Myeloid-dominant	GCSH	1.0688814696678803	0.00041058795333563696
Myeloid-dominant	NDUFB3	1.0683748472465266	0.0008063572901257953
Myeloid-dominant	KLRC2	1.0676337492431793	0.0010775479684043273
Myeloid-dominant	RPS29	1.05654563881202	0.0008866309784808957
Myeloid-dominant	RPL9	1.0547144915959716	0.0009981948406059685
Myeloid-dominant	RPS10	1.0544443271334103	0.0006258134304819614
Myeloid-dominant	BOLA2B	1.0521882986879887	0.0006726484302420382
Myeloid-dominant	SDHD	1.046238457648653	0.0005806014010207294
Myeloid-dominant	RPL17-C18orf32	1.0351171004991708	0.00036908072957843855
Myeloid-dominant	MIR9-1HG	1.0241614982901108	0.0005267787143409604
Myeloid-dominant	ENSG00000289316	1.0226118567467468	0.003131296784347184
Myeloid-dominant	MT-ND5	1.0211067011477049	0.01399406405227966
Myeloid-dominant	MT-ND1	1.0155926036982752	0.028590784516346012
Myeloid-dominant	RPL35A	1.009674458169048	0.0005324458902587002
Myeloid-dominant	RPL7	1.0091134023425834	0.0009747787083419866
Myeloid-dominant	MTND2P28	0.9954904093278181	0.018288068689086705
Myeloid-dominant	BCYRN1	0.9945595998018639	0.039049013385194606
Myeloid-dominant	MT3	0.982811775868095	0.004025515522263388
Myeloid-dominant	CHASERR	0.9800917257321187	0.002603470571908198
Myeloid-dominant	RPS25	0.979301393693012	0.0005765221800171424
Myeloid-dominant	RPS6	0.9791069133112593	0.0008962655495864068
Myeloid-dominant	RPL39P3	0.9729676689349214	0.018906222827998528
Myeloid-dominant	HIGD1A	0.9680252121930728	0.0013601439557507883
Myeloid-dominant	RPS3A	0.9634997538463672	0.0010220913703434093
Myeloid-dominant	ATP5MC1	0.9625952052975464	0.0014833912720077199
Myeloid-dominant	RPS9	0.9619888957188873	0.000595657913323816
Myeloid-dominant	HNRNPA1	0.9605057223115114	0.0008962655495864068
Myeloid-dominant	RPL36A-HNRNPH2	0.9581085864486507	0.0033832473275250555
Myeloid-dominant	RPL19	0.955556482556732	0.0006394767820543553
Myeloid-dominant	RPL37A	0.9423491231533028	0.0011961289708038293
Myeloid-dominant	RPL26	0.9416405918872943	0.001553077607950747
Myeloid-dominant	MTCO1P12	0.9237738460489497	0.015097681572940726
Myeloid-dominant	SMIM30	0.9207779499260735	0.000650073071823286
Myeloid-dominant	SERF1A	0.9191752410049312	0.001289608159627437
Myeloid-dominant	MTLN	0.9162321460203819	0.0013733123689808836
Myeloid-dominant	RPL29	0.9152692517006127	0.0005275784867247444
Myeloid-dominant	CYTOR	0.9152040552671541	0.001711103878495537
Myeloid-dominant	PANTR1	0.9123077062216107	0.004266820070544719
Myeloid-dominant	FGD5-AS1	0.906138388415159	0.001289608159627437
Myeloid-dominant	LINC01579	0.9049858238709736	0.00013951915932386427
Myeloid-dominant	RPSA	0.903439026006617	0.0004130202359295481
Myeloid-dominant	TMA7	0.9030122407986267	0.0005642303755246462
Myeloid-dominant	LINC01896	0.9029987762171867	0.0010202548277971123
Myeloid-dominant	SOX2-OT	0.8954210324802778	0.018772557818938374
Myeloid-dominant	HSPE1	0.8902156947523201	0.001967120249196809
Myeloid-dominant	SNHG6	0.8885492302838012	0.001678331681096967
Myeloid-dominant	RPL3	0.8876961789370306	0.000454757720873299
Myeloid-dominant	ENSG00000187186	0.8833971844023156	0.0004636449597040673
Myeloid-dominant	RPL4	0.8821410667287815	0.000650073071823286
Myeloid-dominant	RPS27	0.879934504291068	0.0044091061827691985
Myeloid-dominant	NORAD	0.8784938329165044	0.004772579852501114
Myeloid-dominant	ENSG00000288044	0.8763384717492686	0.0005426640044380769
Myeloid-dominant	GNG10	0.8718792385943939	0.0027675942703395953
Myeloid-dominant	PDAP1	0.8709785885306189	0.00067050443188374
Myeloid-dominant	NOMO2	0.8709752658588714	0.0017091311827193228
Myeloid-dominant	OLIG1	0.8699931350604801	0.011774563143303262
Myeloid-dominant	RPSAP58	0.8613507695515179	0.00030778456225973765
Myeloid-dominant	OLIG2	0.8611138391253945	0.013194828941974353
Myeloid-dominant	VDAC1	0.8574247769858356	0.0013305194160389184
Myeloid-dominant	EIF3C	0.8521151973737178	0.00030778456225973765
Myeloid-dominant	IMMP1L	0.8518558414281765	0.00028197568633413
Myeloid-dominant	TGFB2-OT1	0.8503051681007665	0.0030565058516856345
Myeloid-dominant	SNHG19	0.849450376536323	0.0002660610670050578
Myeloid-dominant	MAGED4	0.8440506345123744	0.0005975414155556484
Myeloid-dominant	UBC	0.8428483860036673	0.002122561524867346
Myeloid-dominant	MIR100HG	0.8416725841168682	0.004098890089935715
Myeloid-dominant	ENSG00000275830	0.8411640211981934	0.000532881165757407
Myeloid-dominant	GAPDH	0.8408514830948253	0.00012348015089710767
Myeloid-dominant	ATF4	0.8335620169821238	0.00040654982610828104
Myeloid-dominant	RPLP1	0.8266165264090759	0.0003790613122900069
Myeloid-dominant	RPL10A	0.8218809960307878	0.000650073071823286
Myeloid-dominant	ARL4A	0.8170640701939202	0.0009747787083419866
Myeloid-dominant	RPL34	0.8129132655791889	0.0009242244801400521
Myeloid-dominant	BTF3	0.8102168021995366	0.000424928976043926
Myeloid-dominant	C4B	0.8091615680075401	0.0045986760596150675
Myeloid-dominant	CD99	0.8083798900703139	0.009121048637365457
Myeloid-dominant	RCN1	0.808066623810527	0.0005642303755246462
Myeloid-dominant	HMGB1P5	0.807778300607084	0.004774662963754795
Myeloid-dominant	RPL32	0.8071314352303389	0.0008641095595266638
Myeloid-dominant	RPL35	0.804954551144915	0.0008989398001066197
Myeloid-dominant	PMP2	0.8027781678573103	0.004602508859097756
Myeloid-dominant	ENSG00000232533	0.8026515389341133	0.0004212996833680613
Myeloid-dominant	MAPKAPK5-AS1	0.7980898305559525	0.0018440113115872645
Myeloid-dominant	GSTT2B	0.7973687541920054	0.0008601994083974627
Myeloid-dominant	ILRUN-AS1	0.7973085816053711	0.000404042547629898
Myeloid-dominant	ENSG00000256514	0.795607126000446	0.0025595605296875345
Myeloid-dominant	DEXI	0.7945830347094653	0.0003287152629040228
Myeloid-dominant	RPL36A	0.7944890110191727	0.0033128161903519656
Myeloid-dominant	PPP1R14B	0.7924216218051336	0.000993230612774024
Myeloid-dominant	RPL23A	0.7912130480620387	0.0004303215591680299
Myeloid-dominant	RPL36	0.7908354024652002	0.0004636449597040673
Myeloid-dominant	RPS20	0.7887992497391352	0.0010720022441241582
Myeloid-dominant	SNHG8	0.787559420152931	0.0021601981770246236
Myeloid-dominant	NOMO1	0.7871924072382406	0.006859847052089615
Myeloid-dominant	EIF3CL	0.7856289177959983	0.0017013726701202091
Myeloid-dominant	VPS13B-DT	0.7856156394692597	0.0010227100632441088
Myeloid-dominant	ENSG00000283103	0.7855719712171179	0.0006079048900186586
Myeloid-dominant	ZNF667-AS1	0.7854660538375047	0.0005642303755246462
Myeloid-dominant	DANCR	0.7845970970030622	0.0006448463629127893
Myeloid-dominant	RPS14	0.7818209677251735	0.00023296705171006694
Myeloid-dominant	BOLA2-SMG1P6	0.7790072659930636	0.0016974620515488865
Myeloid-dominant	LINC00869	0.7761872159573033	0.0018322346450139904
Myeloid-dominant	OSER1-DT	0.7759889894847802	0.0009992613456039222
Myeloid-dominant	CBX1	0.775591628258649	0.0013471969828233847
Myeloid-dominant	MIR4435-2HG	0.7734247673639936	0.01012403780617403
Myeloid-dominant	PNRC2	0.7733584903297794	0.007921495224115465
Myeloid-dominant	GTF2IP1	0.7723721709401064	0.034016228854950877
Myeloid-dominant	RPS27AP16	0.7715237507119397	0.0010214759296758114
Myeloid-dominant	ENSG00000235288	0.7711065930594798	0.013359365239029142
Myeloid-dominant	LSP1P4	0.770580582406831	0.0020477613709804694
Myeloid-dominant	PRELID1	0.7699558716601755	0.00036908072957843855
Myeloid-dominant	PGAM1	0.7681495578278197	0.000629977251218795
Myeloid-dominant	ENSG00000259969	0.7680982428433827	0.0006887298224235362
Myeloid-dominant	CBX3	0.7673524756421957	0.001289608159627437
Myeloid-dominant	TMEM198B	0.7615168494548468	0.0010847213041962518
Myeloid-dominant	ZFAS1	0.7611222501564754	0.0014432716337703698
Myeloid-dominant	NBDY	0.7607787492929692	0.0034223608307767965
Myeloid-dominant	ENSG00000239922	0.7590778044708648	0.00019388687408579872
Myeloid-dominant	ENSG00000238142	0.7581907153807448	0.0033754196770786333
Myeloid-dominant	ENSG00000244398	0.7577782775937418	0.003923739283654323
Myeloid-dominant	RPLP0	0.7522269326543132	0.0004080227614137865
Myeloid-dominant	GNG12	0.7520627615186095	0.0001828020505134494
Myeloid-dominant	LHFPL3	0.747704218176668	0.0211649794895528
Myeloid-dominant	SCD	0.7428947559759917	0.0007187588161107042
Myeloid-dominant	SELENOK	0.7426690405891847	0.000650073071823286
Myeloid-dominant	OTUD6B-AS1	0.7419571694440172	0.001711216355481472
Myeloid-dominant	TP53TG1	0.7407839560364446	0.0018344412524373568
Myeloid-dominant	RPL24	0.7398784795361362	0.0021610691551444397
Myeloid-dominant	SP2-DT	0.7380784396892448	0.0029438239603264845
Myeloid-dominant	SNRPG	0.73682132498939	0.0011599302588263072
Myeloid-dominant	TUG1	0.734942710323037	0.014836353435806995
Myeloid-dominant	ERVK3-1	0.7344779000378248	0.005049474648446198
Myeloid-dominant	ENSG00000276855	0.733734461402376	0.0007216542908639699
Myeloid-dominant	RPS7P1	0.733105084454927	0.0014722024399537272
Myeloid-dominant	FABP7	0.732974326341572	0.014375071960134543
Myeloid-dominant	CTXND1	0.7318532802999924	0.00030778456225973765
Myeloid-dominant	RSL24D1	0.7317838445456673	0.0004303215591680299
Myeloid-dominant	NDUFA5	0.729322484099157	0.0024620205034329144
Myeloid-dominant	SERBP1	0.7291680191503067	0.002494004436426548
Myeloid-dominant	COA6-AS1	0.7291583881690251	0.0005342428610511181
Myeloid-dominant	RPL13A	0.7280498784948382	0.0007242677518884619
Myeloid-dominant	RPS12	0.7245969515918009	0.0014959176542992969
Myeloid-dominant	RPL18A	0.7237062141175379	0.0006781365182913531
Myeloid-dominant	SMS	0.7232671829894128	0.010730902463982669
Myeloid-dominant	RPL7A	0.7223499802541653	0.000877380438763048
Myeloid-dominant	ENSG00000275496	0.721898512220494	0.0010263768329098282
Myeloid-dominant	ENSG00000269983	0.7209434623684761	0.0006781365182913531
Myeloid-dominant	SNHG9	0.7201364367236738	0.0006921522197227808
Myeloid-dominant	C4A	0.7196188553803333	0.01463208358775413
Myeloid-dominant	HSPD1	0.7195680453794573	0.00642832365926351
Myeloid-dominant	TRIM52-AS1	0.7194323062805448	0.0005797044866627679
Myeloid-dominant	SNRPE	0.7168113819197117	0.0009981948406059685
Myeloid-dominant	NKAIN4	0.7165311931750225	0.005943385039913981
Myeloid-dominant	TUBB2B	0.7148057677322939	0.000424928976043926
Myeloid-dominant	LINC00511	0.7147460069391447	0.006840216808621725
Myeloid-dominant	CRNDE	0.7145611465753521	0.003838669056709064
Myeloid-dominant	ATP5MF	0.7117001348979395	0.004411645604073276
Myeloid-dominant	MKKS	0.7096101611987478	0.022845827846400633
Myeloid-dominant	ENSG00000272831	0.7095240662551161	0.0005463804167871335
Myeloid-dominant	SNHG5	0.7064861846987567	0.004625128907080182
Myeloid-dominant	PITPNA-AS1	0.7063939697469253	0.001060395170785718
Myeloid-dominant	UBL5	0.7051699996313401	0.0010847213041962518
Myeloid-dominant	S100B	0.70501289349055	0.028759606724917303
Myeloid-dominant	ENSG00000255641	0.7029908654990875	0.0039637943019825116
Myeloid-dominant	CEROX1	0.7029643726243417	0.01195628986847218
