Kids_First_Biospecimen_ID	ecotype	set	dist_Lymph	dist_Mye	dist_Desert
BS_9YXH2CZ0	Lymphocyte-inflamed	BRAF_ALT_LGG	4.575645236856473	4.809657626612586	9.204883621665422
BS_A13BMEF5	Myeloid-dominant	BRAF_ALT_LGG	7.5958786798000215	4.58937088269884	6.356948016887168
BS_A1VEGWTR	Myeloid-dominant	BRAF_ALT_LGG	8.77291743904941	5.909562586065067	7.025799896851838
BS_A46RDWGM	Immune-desert	BRAF_ALT_LGG	11.665829327512785	7.406051194973463	4.6835024348258925
BS_A96FKXN5	Myeloid-dominant	BRAF_ALT_LGG	6.424935640493395	6.1623811985649235	9.687698453898918
BS_AGVWD5K8	Lymphocyte-inflamed	BRAF_ALT_LGG	4.480104131988337	4.555687017993817	8.872471439227597
BS_AM0BZ61K	Lymphocyte-inflamed	BRAF_ALT_LGG	4.114624802790529	4.676079045817793	9.39129308229291
BS_AP0SZ364	Lymphocyte-inflamed	BRAF_ALT_LGG	3.6375438333072987	5.293255564714005	10.09776403562069
BS_ATHSTZ5R	Lymphocyte-inflamed	BRAF_ALT_LGG	3.9171122620344545	4.98674460902032	9.585253797813596
BS_AW7J9F9R	Lymphocyte-inflamed	BRAF_ALT_LGG	4.101085036873904	5.46956516550427	10.145950718277012
BS_B0SVFK4P	Lymphocyte-inflamed	BRAF_ALT_LGG	6.8802650819864795	8.824692101341197	12.682222705445623
BS_B3M5SGPA	Myeloid-dominant	BRAF_ALT_LGG	7.009839467238848	4.604930046761053	6.961210882978573
BS_B5JM6T8K	Lymphocyte-inflamed	BRAF_ALT_LGG	4.162896357763977	4.715638050634388	9.504067790402377
BS_B6JKQFKA	Lymphocyte-inflamed	BRAF_ALT_LGG	4.330531853551179	4.515044154815229	9.028828841950084
BS_B7GEH89C	Myeloid-dominant	BRAF_ALT_LGG	6.175973719978732	4.506763825286164	7.677606699267591
BS_B7X8VXQ3	Myeloid-dominant	BRAF_ALT_LGG	7.5818039430745205	5.090886073615819	7.263580383340975
BS_BANCTAV6	Myeloid-dominant	BRAF_ALT_LGG	8.007527566560052	4.404373392212069	5.475425629027928
BS_BC936YNZ	Lymphocyte-inflamed	BRAF_ALT_LGG	4.407433358154494	6.168019353407718	10.72478650705764
BS_BGRPWBNG	Lymphocyte-inflamed	BRAF_ALT_LGG	3.788196845115407	5.966178549011063	10.807063068987516
BS_BJBM0BN7	Myeloid-dominant	BRAF_ALT_LGG	4.719642433217691	4.622123872717488	8.87178978558734
BS_BKQZ550R	Myeloid-dominant	BRAF_ALT_LGG	5.725695502383915	4.82712725687323	8.561504396901649
BS_BN986DF6	Myeloid-dominant	BRAF_ALT_LGG	7.565690572403595	4.932242543259894	7.063238210956201
BS_BNECCX4D	Lymphocyte-inflamed	BRAF_ALT_LGG	3.9703734572220695	6.434372395342508	11.432135799301138
BS_BPSTSCBJ	Lymphocyte-inflamed	BRAF_ALT_LGG	5.912716759187457	6.421299546310044	10.216046001495119
BS_BW79W2PD	Lymphocyte-inflamed	BRAF_ALT_LGG	6.841388688890212	6.923086718437292	9.987801015187594
BS_C0NEVC2B	Lymphocyte-inflamed	BRAF_ALT_LGG	3.8002358924438817	6.956291052607941	12.021567234146803
BS_C51RB0YR	Lymphocyte-inflamed	BRAF_ALT_LGG	5.0930145502484	5.819928282452173	9.870996833090402
BS_C6SKJG3N	Myeloid-dominant	BRAF_ALT_LGG	5.353869321976726	5.246899716895429	9.198498519708487
BS_CC6RREE4	Lymphocyte-inflamed	BRAF_ALT_LGG	4.175236370114416	7.768011635712819	12.749466193806471
BS_CGB2WS2A	Myeloid-dominant	BRAF_ALT_LGG	7.8820756587417105	4.6660606245280585	5.9533303721270885
BS_CKX8RW1J	Lymphocyte-inflamed	BRAF_ALT_LGG	3.930268844383952	4.564282268522479	9.274840706746543
BS_CMDJJQ7K	Lymphocyte-inflamed	BRAF_ALT_LGG	4.338621272473465	6.3437817631482085	11.164921485924424
BS_CTR5X93B	Myeloid-dominant	BRAF_ALT_LGG	6.5548667411910815	5.802620008668133	9.116981731371418
