axis	method	sample	z	ecotype
Macrophage	xCell	BS_2DMBCHNF	1.606711084932631	Lymphocyte-inflamed
Macrophage	xCell	BS_2EN3X6HB	0.9959435198941646	Myeloid-dominant
Macrophage	xCell	BS_2FEZWH1F	2.6827105233201056	Lymphocyte-inflamed
Macrophage	xCell	BS_2HNXVFAS	-0.30611280224240206	Myeloid-dominant
Macrophage	xCell	BS_2JH1QMT1	-0.1867616020741955	Myeloid-dominant
Macrophage	xCell	BS_2JP7RBMB	-0.5069335949084824	Myeloid-dominant
Macrophage	xCell	BS_2K01T8K6	-0.14057903631505442	Lymphocyte-inflamed
Macrophage	xCell	BS_2PDS3MSS	0.38210786187710793	Lymphocyte-inflamed
Macrophage	xCell	BS_2T5PJAW8	-0.22169478039805596	Myeloid-dominant
Macrophage	xCell	BS_2WANPFBJ	0.5987405537666645	Lymphocyte-inflamed
Macrophage	xCell	BS_30F3Z9FS	-0.6894058153734919	Lymphocyte-inflamed
Macrophage	xCell	BS_30VC3R2Q	-0.09537498605080638	Myeloid-dominant
Macrophage	xCell	BS_30YWQ3FY	-0.7162339640296629	Lymphocyte-inflamed
Macrophage	xCell	BS_31MBRWC4	-0.7691244235075307	Lymphocyte-inflamed
Macrophage	xCell	BS_333KCNDP	0.6858731117756175	Lymphocyte-inflamed
Macrophage	xCell	BS_399RPKC9	0.03994660383802283	Myeloid-dominant
Macrophage	xCell	BS_3AC3SRWH	-0.8170481976635571	Immune-desert
Macrophage	xCell	BS_3MS8WVNR	-0.9300201011747735	Immune-desert
Macrophage	xCell	BS_3ZPJAK9A	-0.7205657238774361	Myeloid-dominant
Macrophage	xCell	BS_45J79YTF	-0.9300201011747735	Immune-desert
Macrophage	xCell	BS_49BQS7Z6	-0.7494681116254422	Myeloid-dominant
Macrophage	xCell	BS_49CJNZ06	0.08701315832193893	Myeloid-dominant
Macrophage	xCell	BS_4B0BAVTX	0.17889410017752283	Myeloid-dominant
Macrophage	xCell	BS_4BM3F6XJ	0.4301703144859859	Myeloid-dominant
Macrophage	xCell	BS_4C6B11E4	2.794445774262261	Lymphocyte-inflamed
Macrophage	xCell	BS_4GNN7J8E	0.3568162144814366	Lymphocyte-inflamed
Macrophage	xCell	BS_4KNBXM3C	1.3851548675622096	Lymphocyte-inflamed
Macrophage	xCell	BS_4Q3KRCZT	0.25768645436266396	Lymphocyte-inflamed
Macrophage	xCell	BS_4QW2S1Q8	0.7878510540765732	Lymphocyte-inflamed
Macrophage	xCell	BS_4T0HQ9QF	-0.641334675799497	Myeloid-dominant
Macrophage	xCell	BS_4V42BXBT	0.5526613291509699	Myeloid-dominant
Macrophage	xCell	BS_51RA1PGE	0.04341142101009572	Myeloid-dominant
Macrophage	xCell	BS_52C576HH	-0.32891593841468003	Myeloid-dominant
Macrophage	xCell	BS_5965SFPZ	-0.6151608318458665	Immune-desert
Macrophage	xCell	BS_5EFYPZT0	0.9292685742845994	Myeloid-dominant
Macrophage	xCell	BS_5G5BD2MD	2.5876275871418537	Lymphocyte-inflamed
Macrophage	xCell	BS_5K95FX4C	1.4628479862441004	Lymphocyte-inflamed
Macrophage	xCell	BS_5KBXD2GQ	-0.1835186649724109	Myeloid-dominant
Macrophage	xCell	BS_5PXZ8F7W	-0.427020416213353	Myeloid-dominant
Macrophage	xCell	BS_5VPM0F36	1.596572561885708	Lymphocyte-inflamed
Macrophage	xCell	BS_62SW4CC5	0.09793323750149684	Lymphocyte-inflamed
Macrophage	xCell	BS_65WPD3DA	-0.9300201011747735	Myeloid-dominant
Macrophage	xCell	BS_68KX6A42	0.5693352515145252	Lymphocyte-inflamed
Macrophage	xCell	BS_6DCSD5Y6	-0.921070097722968	Immune-desert
Macrophage	xCell	BS_6H4Q24WA	0.28768203680021587	Lymphocyte-inflamed
Macrophage	xCell	BS_6M2053M0	-0.4031561776865258	Myeloid-dominant
Macrophage	xCell	BS_6SY64H5J	-0.13604557383538043	Lymphocyte-inflamed
Macrophage	xCell	BS_6VRG1XFB	-0.43432963946453296	Myeloid-dominant
Macrophage	xCell	BS_6WP1FHTE	0.24849143260260836	Lymphocyte-inflamed
Macrophage	xCell	BS_7327SDAQ	-0.1776973438910969	Myeloid-dominant
Macrophage	xCell	BS_75YRDXET	2.056024431360705	Lymphocyte-inflamed
Macrophage	xCell	BS_77SBTNPN	-0.522475950646617	Myeloid-dominant
Macrophage	xCell	BS_7AEF4D4G	0.7000647905016762	Lymphocyte-inflamed
Macrophage	xCell	BS_7APCGCVF	0.42486860136733756	Myeloid-dominant
Macrophage	xCell	BS_7GJT4A6A	-0.149050335366397	Immune-desert
Macrophage	xCell	BS_7GKWKGPH	1.1271302307039404	Lymphocyte-inflamed
Macrophage	xCell	BS_7PVJ6Q3D	-0.8035681833133419	Immune-desert
Macrophage	xCell	BS_7WKNNRHK	0.6491834281101329	Myeloid-dominant
Macrophage	xCell	BS_84VZX732	0.6779174452758818	Myeloid-dominant
Macrophage	xCell	BS_84XCR9GG	-0.28429350929538977	Myeloid-dominant
Macrophage	xCell	BS_8E8JKP01	-0.8711830900848516	Immune-desert
Macrophage	xCell	BS_8ERBDF7D	-0.8741880470115547	Immune-desert
Macrophage	xCell	BS_8JK9TXH2	0.4468727550640108	Myeloid-dominant
Macrophage	xCell	BS_8VD670NP	-0.39813980703080926	Myeloid-dominant
Macrophage	xCell	BS_8YWYN7VH	0.42035390782235277	Lymphocyte-inflamed
Macrophage	xCell	BS_8ZE4Z9G5	-0.8536005626190206	Myeloid-dominant
Macrophage	xCell	BS_8ZY4GST0	-0.7926771871676966	Immune-desert
Macrophage	xCell	BS_91VYM11A	-0.4558308044963069	Myeloid-dominant
Macrophage	xCell	BS_956G6QPJ	-0.11395350195970345	Myeloid-dominant
Macrophage	xCell	BS_97M1E2DW	-0.9300201011747735	Immune-desert
Macrophage	xCell	BS_9A1YTHFF	-0.23028216708487234	Lymphocyte-inflamed
Macrophage	xCell	BS_9B0A62MT	0.1678978782153635	Lymphocyte-inflamed
Macrophage	xCell	BS_9CA93S6D	-0.9300201011747735	Immune-desert
Macrophage	xCell	BS_9FHEFJNP	-0.26711237569997154	Myeloid-dominant
Macrophage	xCell	BS_9FX3YREK	-0.9300201011747733	Immune-desert
Macrophage	xCell	BS_9GJ3DB1H	-0.6372622072165508	Lymphocyte-inflamed
Macrophage	xCell	BS_9JPQZQNG	-0.3570484748647993	Myeloid-dominant
Macrophage	xCell	BS_9TXEDSWB	1.4180333165247168	Myeloid-dominant
Macrophage	xCell	BS_9XVACXP0	-0.6339620863348718	Myeloid-dominant
Macrophage	xCell	BS_9Y1K14Q5	-0.6113727303272384	Myeloid-dominant
Macrophage	xCell	BS_9ZJT0CP0	0.31022176803495294	Myeloid-dominant
Macrophage	xCell	BS_A4PF49V0	-0.7818965227777913	Immune-desert
Macrophage	xCell	BS_A6NXR7RC	0.402563822351555	Myeloid-dominant
Macrophage	xCell	BS_A7Q8G0Y1	-0.5058106044106745	Myeloid-dominant
Macrophage	xCell	BS_A8XW5S0W	-0.8207776762676229	Myeloid-dominant
Macrophage	xCell	BS_AWH9757B	-0.7006921808167105	Immune-desert
Macrophage	xCell	BS_AYSXRQWY	0.3340131592826443	Myeloid-dominant
Macrophage	xCell	BS_AZQM1JJH	-0.42691433080597285	Lymphocyte-inflamed
Macrophage	xCell	BS_B1C6GZ84	-0.6051323064816613	Immune-desert
Macrophage	xCell	BS_B3MQFFYP	3.8535806623328943	Lymphocyte-inflamed
Macrophage	xCell	BS_B4R7X1KE	-0.7784915382053461	Immune-desert
Macrophage	xCell	BS_B57327NA	0.06478184406034805	Myeloid-dominant
Macrophage	xCell	BS_BBAEMXRD	-0.9121825472352784	Immune-desert
Macrophage	xCell	BS_BBQ6BHGN	-0.7718076577722527	Myeloid-dominant
Macrophage	xCell	BS_BK0HGRXM	-0.3693054428404662	Lymphocyte-inflamed
Macrophage	xCell	BS_BMMY0H73	0.20981888942559376	Myeloid-dominant
Macrophage	xCell	BS_C6ZZ3FY5	0.17362636157386657	Myeloid-dominant
Macrophage	xCell	BS_C83TK159	-0.7275199457469387	Myeloid-dominant
Macrophage	xCell	BS_CBDQZ8PP	-0.9300201011747735	Immune-desert
Macrophage	xCell	BS_CF63VG3S	-0.9300201011747735	Myeloid-dominant
Macrophage	xCell	BS_CFD3WHAY	-0.37688304487883834	Myeloid-dominant
Macrophage	xCell	BS_CG1RG607	1.022290884809768	Lymphocyte-inflamed
Macrophage	xCell	BS_CVEDJGHZ	-0.2577893222158788	Lymphocyte-inflamed
Macrophage	xCell	BS_CXAQDK7S	1.0160146483042871	Lymphocyte-inflamed
Macrophage	xCell	BS_CZPQ493E	-0.6969582319554208	Myeloid-dominant
Macrophage	xCell	BS_D29RPBSZ	0.522554551881776	Myeloid-dominant
Macrophage	xCell	BS_D4VNDNQA	-0.5177358318755727	Immune-desert
Macrophage	xCell	BS_D6J2BGDJ	-0.2573817235574764	Immune-desert
Macrophage	xCell	BS_DFGS950G	-0.7835061184745	Immune-desert
Macrophage	xCell	BS_DNZVP92S	-0.9300201011747735	Myeloid-dominant
Macrophage	xCell	BS_DR079H0D	-0.9300201011747735	Immune-desert
Macrophage	xCell	BS_DS438CXE	-0.9300201011747733	Immune-desert
Macrophage	xCell	BS_DSPVSM7D	-0.8098813229621179	Myeloid-dominant
Macrophage	xCell	BS_DZNXFPH1	2.2789449068947234	Lymphocyte-inflamed
Macrophage	xCell	BS_E7NVYA6G	0.7856435222615606	Lymphocyte-inflamed
Macrophage	xCell	BS_E9CYN4NP	-0.5415669946896836	Immune-desert
Macrophage	xCell	BS_EB0XRBT9	0.27387591522057136	Lymphocyte-inflamed
Macrophage	xCell	BS_EDJ5TV0P	-0.9300201011747735	Immune-desert
Macrophage	xCell	BS_EMQM7HTA	-0.5402878220858229	Myeloid-dominant
Macrophage	xCell	BS_ENEYB4TG	-0.1882135412296042	Lymphocyte-inflamed
Macrophage	xCell	BS_EXPJQZTH	1.7475739856268868	Lymphocyte-inflamed
Macrophage	xCell	BS_EZ3147MX	-0.2445954523465464	Myeloid-dominant
Macrophage	xCell	BS_F0JB4EAK	-0.5346274837500823	Immune-desert
Macrophage	xCell	BS_F21R36MM	-0.6755002562105704	Myeloid-dominant
Macrophage	xCell	BS_F65GWS21	-0.7763175332728268	Myeloid-dominant
Macrophage	xCell	BS_F6V1Y4QS	-0.08165353256919029	Myeloid-dominant
Macrophage	xCell	BS_F9Y4Z92G	-0.8656676594296071	Immune-desert
Macrophage	xCell	BS_FCDAH728	-0.6766309670104136	Myeloid-dominant
Macrophage	xCell	BS_FEV5A0HN	-0.9300201011747735	Immune-desert
Macrophage	xCell	BS_FGJH1X0S	-0.5398856883505877	Myeloid-dominant
Macrophage	xCell	BS_FKASA3MN	-0.9300201011747735	Immune-desert
Macrophage	xCell	BS_FN07P04C	-0.8395165028699261	Immune-desert
Macrophage	xCell	BS_FX2P2WEG	0.1166968594252951	Lymphocyte-inflamed
Macrophage	xCell	BS_FXJY0MNH	-0.6267972905928849	Lymphocyte-inflamed
Macrophage	xCell	BS_FYP2B298	-0.9167231658498909	Immune-desert
Macrophage	xCell	BS_G19QZG4S	0.21460849422496842	Myeloid-dominant
Macrophage	xCell	BS_G1E5DATJ	-0.9300201011747735	Myeloid-dominant
Macrophage	xCell	BS_G257VSS9	-0.6127959989053774	Immune-desert
Macrophage	xCell	BS_G3NN392N	-0.21931993810542524	Myeloid-dominant
Macrophage	xCell	BS_G3RJTBZD	-0.6869023195835278	Immune-desert
Macrophage	xCell	BS_G5NHSFD4	-0.6762745816363163	Immune-desert
Macrophage	xCell	BS_G8TXTX0H	0.2757402028016226	Myeloid-dominant
Macrophage	xCell	BS_GG9W3J9Y	-0.5070728696047482	Immune-desert
Macrophage	xCell	BS_GW0GKWMS	-0.33209679004901455	Myeloid-dominant
Macrophage	xCell	BS_GWHYM3R4	-0.2601520727492405	Myeloid-dominant
Macrophage	xCell	BS_GWSJ4Z9H	-0.2844102083832513	Lymphocyte-inflamed
Macrophage	xCell	BS_H5VQJR7X	1.3160988998098593	Myeloid-dominant
Macrophage	xCell	BS_H97S5SQN	-0.38094549959107504	Myeloid-dominant
Macrophage	xCell	BS_H9JYKFTV	0.577942986757621	Myeloid-dominant
Macrophage	xCell	BS_HDHXX8Q7	-0.3704046318946651	Myeloid-dominant
Macrophage	xCell	BS_HDPCQETG	1.4882352952331053	Lymphocyte-inflamed
Macrophage	xCell	BS_HJRTC9JQ	5.841756711815792	Lymphocyte-inflamed
Macrophage	xCell	BS_HJV0J603	-0.9300201011747733	Lymphocyte-inflamed
Macrophage	xCell	BS_HRJ9145M	2.1577426447844865	Lymphocyte-inflamed
Macrophage	xCell	BS_HWGWYCY7	3.4688172406835798	Lymphocyte-inflamed
Macrophage	xCell	BS_HZ9AYDCQ	-0.9300201011747735	Lymphocyte-inflamed
Macrophage	xCell	BS_J4JY2F3H	0.548567829734823	Lymphocyte-inflamed
Macrophage	xCell	BS_J6212Y48	0.012320478044642811	Myeloid-dominant
Macrophage	xCell	BS_J6W1RB7A	0.3195488298152309	Myeloid-dominant
Macrophage	xCell	BS_J9CBGP57	-0.3463993592621511	Myeloid-dominant
Macrophage	xCell	BS_JB43XBCQ	0.06781671720745047	Lymphocyte-inflamed
Macrophage	xCell	BS_JDSNFYQ0	0.6839296166951889	Lymphocyte-inflamed
Macrophage	xCell	BS_JJVH7WR0	-0.9300201011747735	Immune-desert
Macrophage	xCell	BS_JMD386Z2	1.3727678410466777	Myeloid-dominant
Macrophage	xCell	BS_JP95KMRD	-0.39370606152721316	Lymphocyte-inflamed
Macrophage	xCell	BS_JQGJQ2QZ	-0.9300201011747735	Myeloid-dominant
Macrophage	xCell	BS_JQVAWTTM	0.010091717968328917	Myeloid-dominant
Macrophage	xCell	BS_JQXHHK0K	-0.6729737522082366	Immune-desert
Macrophage	xCell	BS_JRYJGYC4	0.4170088763698558	Myeloid-dominant
Macrophage	xCell	BS_JS95PE0J	1.1583217640355286	Myeloid-dominant
Macrophage	xCell	BS_JTWNJ8T7	-0.8336408902292255	Immune-desert
Macrophage	xCell	BS_JVW2JJ39	-0.9300201011747735	Immune-desert
Macrophage	xCell	BS_K0X3PZGN	2.8370444286427405	Lymphocyte-inflamed
Macrophage	xCell	BS_K17VQECG	0.10263273518813606	Lymphocyte-inflamed
Macrophage	xCell	BS_K2PCC777	-0.26761602931945155	Lymphocyte-inflamed
Macrophage	xCell	BS_K74N1BXQ	-0.8159192487644651	Myeloid-dominant
Macrophage	xCell	BS_K81PZXP2	0.8753757211816292	Lymphocyte-inflamed
Macrophage	xCell	BS_K88T8SW7	-0.6315699764239467	Lymphocyte-inflamed
Macrophage	xCell	BS_KABQQA0T	-0.7778323491895789	Immune-desert
Macrophage	xCell	BS_KBEX4RT2	-0.6212182611336741	Myeloid-dominant
Macrophage	xCell	BS_KFD5128N	-0.6070069319351108	Myeloid-dominant
Macrophage	xCell	BS_KKDTW11T	-0.9132136438885551	Immune-desert
Macrophage	xCell	BS_KP735TJ6	-0.902292621586833	Immune-desert
Macrophage	xCell	BS_KQ6ZW085	-0.6232966912043173	Myeloid-dominant
Macrophage	xCell	BS_KRS4EV4X	-0.7521357833009971	Myeloid-dominant
Macrophage	xCell	BS_KS8HMGA6	0.9724500886062778	Lymphocyte-inflamed
Macrophage	xCell	BS_KVPWHDR4	-0.1854105575062923	Myeloid-dominant
Macrophage	xCell	BS_M0FA190Y	-0.9300201011747735	Myeloid-dominant
Macrophage	xCell	BS_M0XGZ53Z	-0.9178021187548989	Immune-desert
Macrophage	xCell	BS_M1PVEHCM	-0.9097171299769874	Immune-desert
Macrophage	xCell	BS_M54TWTH4	-0.349616255334052	Myeloid-dominant
Macrophage	xCell	BS_M7XB258E	1.8381137985233897	Lymphocyte-inflamed
Macrophage	xCell	BS_M85CXHDV	2.792989461522284	Lymphocyte-inflamed
Macrophage	xCell	BS_MB7WN0ZB	0.2256955066794418	Myeloid-dominant
Macrophage	xCell	BS_MD0937XT	-0.8393299448101778	Immune-desert
Macrophage	xCell	BS_MDBT7S5Z	-0.8627543189396005	Immune-desert
Macrophage	xCell	BS_ME6VQGG4	0.26266851203717	Myeloid-dominant
Macrophage	xCell	BS_MFGZH8FK	-0.6783670620150476	Myeloid-dominant
Macrophage	xCell	BS_MG78HQDM	-0.9300201011747735	Immune-desert
Macrophage	xCell	BS_MWWZBQ60	0.30571854652517255	Myeloid-dominant
Macrophage	xCell	BS_N6TQBQ8M	-0.7597275561557822	Myeloid-dominant
Macrophage	xCell	BS_N7SW36FD	0.9583665510024708	Lymphocyte-inflamed
Macrophage	xCell	BS_N7VQ1GQB	0.9408977722688067	Lymphocyte-inflamed
Macrophage	xCell	BS_NB9XXBW6	-0.44880012714496814	Myeloid-dominant
Macrophage	xCell	BS_NEFAASTR	-0.4406658953622781	Lymphocyte-inflamed
Macrophage	xCell	BS_NEVYM2FP	-0.11891960269145378	Myeloid-dominant
Macrophage	xCell	BS_NFKKDYSV	1.0863468849455484	Lymphocyte-inflamed
Macrophage	xCell	BS_NGSG2KB6	-0.48608291840518	Lymphocyte-inflamed
Macrophage	xCell	BS_NNYXMSTX	3.198384345206636	Lymphocyte-inflamed
Macrophage	xCell	BS_NPA6CZQF	-0.581979849993782	Immune-desert
Macrophage	xCell	BS_NQ54ST98	-0.06733491040596874	Lymphocyte-inflamed
Macrophage	xCell	BS_NR3P3GN2	-0.24634734306356645	Myeloid-dominant
Macrophage	xCell	BS_NX1R0BC3	0.01635398295615738	Lymphocyte-inflamed
Macrophage	xCell	BS_P0QF87WC	0.1857362605685196	Myeloid-dominant
Macrophage	xCell	BS_P4PMWFMV	-0.4859676326541508	Myeloid-dominant
Macrophage	xCell	BS_P7W3AYKV	-0.6651496746370367	Myeloid-dominant
Macrophage	xCell	BS_PENM28KT	-0.5521784780067109	Myeloid-dominant
Macrophage	xCell	BS_PJC6FH4Y	2.212169461032855	Lymphocyte-inflamed
Macrophage	xCell	BS_PS0P3QJ3	0.013388462183691737	Myeloid-dominant
Macrophage	xCell	BS_PXCPK5XS	-0.4465618555364257	Myeloid-dominant
Macrophage	xCell	BS_PZVHMSYN	-0.6484403765933081	Myeloid-dominant
Macrophage	xCell	BS_Q06J3RYW	0.1341443859386038	Lymphocyte-inflamed
Macrophage	xCell	BS_Q35GFYDR	-0.9300201011747735	Myeloid-dominant
Macrophage	xCell	BS_Q9N5PRD5	-0.23886801582620873	Myeloid-dominant
Macrophage	xCell	BS_QB84TBA3	-0.9300201011747733	Immune-desert
Macrophage	xCell	BS_QGKEP3KB	1.6467769853957532	Lymphocyte-inflamed
Macrophage	xCell	BS_QH0VYVJK	0.8524463412788197	Myeloid-dominant
Macrophage	xCell	BS_QHY302E8	2.112026074625326	Lymphocyte-inflamed
Macrophage	xCell	BS_QMBS32Y2	-0.16424409954883348	Myeloid-dominant
Macrophage	xCell	BS_QNNX91SM	-0.7847175750005315	Myeloid-dominant
Macrophage	xCell	BS_QY2G1JZJ	-0.647921510271887	Myeloid-dominant
Macrophage	xCell	BS_QYA4TQXX	-0.8650989547360172	Immune-desert
Macrophage	xCell	BS_R5JQE0VJ	-0.5982589171105257	Myeloid-dominant
Macrophage	xCell	BS_R5SNFB5B	-0.8952092015149523	Immune-desert
Macrophage	xCell	BS_R9B92M75	-0.39719579977976033	Myeloid-dominant
Macrophage	xCell	BS_RHAWQJ48	-0.19203939315130245	Lymphocyte-inflamed
Macrophage	xCell	BS_RHM60031	0.3602435420645412	Myeloid-dominant
Macrophage	xCell	BS_RJC3WDD6	-0.9300201011747735	Immune-desert
Macrophage	xCell	BS_RN0VAY51	-0.8002339690791989	Myeloid-dominant
Macrophage	xCell	BS_RX1YTZ7F	-0.20809310690366262	Myeloid-dominant
Macrophage	xCell	BS_RZBFH1QF	-0.9300201011747735	Immune-desert
Macrophage	xCell	BS_S2TA8R29	0.28112428543441975	Myeloid-dominant
Macrophage	xCell	BS_S3C2PZAH	0.9581842195032978	Myeloid-dominant
Macrophage	xCell	BS_S3MET0JZ	-0.8339438442603253	Myeloid-dominant
Macrophage	xCell	BS_S4V9E1XJ	0.8965048688769681	Lymphocyte-inflamed
Macrophage	xCell	BS_S5P8VTN5	0.10220875930266587	Myeloid-dominant
Macrophage	xCell	BS_S6B9DVNS	-0.9300201011747735	Immune-desert
Macrophage	xCell	BS_S6S7SK3P	-0.865554050499242	Immune-desert
Macrophage	xCell	BS_S8K878T3	1.475319809176186	Lymphocyte-inflamed
Macrophage	xCell	BS_SBMAM00V	-0.2698532836072886	Myeloid-dominant
Macrophage	xCell	BS_SBMCD7XZ	0.5473869353622163	Myeloid-dominant
Macrophage	xCell	BS_SD0EMK7Y	-0.9130306185355532	Lymphocyte-inflamed
Macrophage	xCell	BS_SD8YBRBR	-0.9300201011747735	Immune-desert
Macrophage	xCell	BS_SERDGASJ	-0.7351052451703954	Lymphocyte-inflamed
Macrophage	xCell	BS_SJVTZ5TH	-0.6862529787715081	Myeloid-dominant
Macrophage	xCell	BS_SMWQR2F1	-0.300615034970914	Myeloid-dominant
Macrophage	xCell	BS_SNVM7CZT	-0.15649023272571608	Myeloid-dominant
Macrophage	xCell	BS_SR2RGDXJ	0.06173242851063454	Myeloid-dominant
Macrophage	xCell	BS_SW9Z10F9	1.5087131865766186	Lymphocyte-inflamed
Macrophage	xCell	BS_SY3J3XR9	-0.9300201011747735	Immune-desert
Macrophage	xCell	BS_T1YHK6B7	-0.3903393073281266	Myeloid-dominant
Macrophage	xCell	BS_T2F48Z4E	1.648374300463564	Lymphocyte-inflamed
Macrophage	xCell	BS_T9A8JJW5	-0.1515012974011857	Myeloid-dominant
Macrophage	xCell	BS_TASG32Z2	-0.5060154599233786	Myeloid-dominant
Macrophage	xCell	BS_TGS109T3	-0.6325578016447202	Immune-desert
Macrophage	xCell	BS_TM9MH0RP	0.2412188979343441	Myeloid-dominant
Macrophage	xCell	BS_TR2P8KRF	-0.6726288410262181	Myeloid-dominant
Macrophage	xCell	BS_TRKH2SPE	-0.27816916981374934	Myeloid-dominant
Macrophage	xCell	BS_TRPXB3AV	-0.516208617061837	Myeloid-dominant
Macrophage	xCell	BS_TTDNZTZ0	1.4531337094909933	Lymphocyte-inflamed
Macrophage	xCell	BS_TTE04ZP8	-0.1376801930385246	Lymphocyte-inflamed
Macrophage	xCell	BS_TV5B86ZD	-0.9300201011747735	Immune-desert
Macrophage	xCell	BS_TVH33J9Q	-0.7192812097166278	Myeloid-dominant
Macrophage	xCell	BS_TXZ7KHTQ	-0.0775958894505098	Myeloid-dominant
Macrophage	xCell	BS_V0DQFC75	-0.8445726628924183	Myeloid-dominant
Macrophage	xCell	BS_V3Z3DB4N	-0.6881726601778284	Immune-desert
Macrophage	xCell	BS_V558NW3Q	0.30863246406513495	Lymphocyte-inflamed
Macrophage	xCell	BS_V6RSB5HQ	-0.06236290557105503	Myeloid-dominant
Macrophage	xCell	BS_V8QWBVS3	3.9287736497454553	Lymphocyte-inflamed
Macrophage	xCell	BS_VBMRQK4F	-0.9075761111937952	Myeloid-dominant
Macrophage	xCell	BS_VDFXXMEX	-0.9300201011747735	Immune-desert
Macrophage	xCell	BS_VF3NVT4G	-0.6608055871209505	Lymphocyte-inflamed
Macrophage	xCell	BS_VKH87DD2	2.229322949869446	Lymphocyte-inflamed
Macrophage	xCell	BS_VKHJG2B8	-0.9300201011747735	Myeloid-dominant
Macrophage	xCell	BS_VKYEM67A	2.7731253256179413	Lymphocyte-inflamed
Macrophage	xCell	BS_VMQMGSJY	1.641845828704013	Lymphocyte-inflamed
Macrophage	xCell	BS_VVTHDRBD	-0.7834007961916837	Myeloid-dominant
Macrophage	xCell	BS_W1385R8Y	-0.47798560902380344	Immune-desert
Macrophage	xCell	BS_W4DB5RP1	-0.9300201011747735	Immune-desert
Macrophage	xCell	BS_W7MFJZ5A	0.47231064695862424	Lymphocyte-inflamed
Macrophage	xCell	BS_WBVSK3MP	-0.9300201011747735	Immune-desert
Macrophage	xCell	BS_WEKK6SHP	-0.8684645688809584	Myeloid-dominant
Macrophage	xCell	BS_WHBEXD5H	1.0108349902229354	Lymphocyte-inflamed
Macrophage	xCell	BS_WQ1YRTAT	-0.9300201011747735	Immune-desert
Macrophage	xCell	BS_WTJEDTZC	-0.23855782471708722	Myeloid-dominant
Macrophage	xCell	BS_WVRX4C9Z	0.6481600617429654	Lymphocyte-inflamed
Macrophage	xCell	BS_X0XXN9BK	0.20641784052473935	Lymphocyte-inflamed
Macrophage	xCell	BS_X1G0TKP4	0.7268809981155545	Myeloid-dominant
Macrophage	xCell	BS_X20JCR4H	-0.3627889996962905	Lymphocyte-inflamed
Macrophage	xCell	BS_X23724NJ	0.7670089952159885	Myeloid-dominant
Macrophage	xCell	BS_X3HR4Z21	-0.250859713438305	Myeloid-dominant
Macrophage	xCell	BS_X4DD4KSZ	1.9412531170630611	Lymphocyte-inflamed
Macrophage	xCell	BS_X4X1SFSE	-0.4622117494834062	Immune-desert
Macrophage	xCell	BS_XG0DBWVT	-0.6355589073248374	Immune-desert
Macrophage	xCell	BS_XGDPK33A	-0.5071509564008232	Myeloid-dominant
Macrophage	xCell	BS_XM1AHBDJ	-0.7714029105229951	Immune-desert
Macrophage	xCell	BS_XQ5SFW35	0.37258044203913837	Myeloid-dominant
Macrophage	xCell	BS_XQXXBWPD	1.2577024317421253	Lymphocyte-inflamed
Macrophage	xCell	BS_XYVCMF4A	-0.04073263747905571	Myeloid-dominant
Macrophage	xCell	BS_XZM79E42	2.0091860526773693	Lymphocyte-inflamed
Macrophage	xCell	BS_YA0KMBRT	-0.7528473917349883	Myeloid-dominant
Macrophage	xCell	BS_YDEVMD24	-0.16199214110275031	Myeloid-dominant
Macrophage	xCell	BS_YMKQT5V0	0.44310003453305996	Lymphocyte-inflamed
Macrophage	xCell	BS_YR12D1ZY	-0.2931661921317641	Lymphocyte-inflamed
Macrophage	xCell	BS_YSZRQ95C	-0.24163602855804633	Myeloid-dominant
Macrophage	xCell	BS_YTWEM5SG	0.036798232537286056	Lymphocyte-inflamed
Macrophage	xCell	BS_YZ2QFDAN	-0.33568172195050283	Myeloid-dominant
Macrophage	xCell	BS_Z0ZPD9S9	1.0162577981770684	Lymphocyte-inflamed
Macrophage	xCell	BS_Z3RCA1T9	-0.13255650630300736	Myeloid-dominant
Macrophage	xCell	BS_Z8F3GM85	0.8643263513827381	Lymphocyte-inflamed
Macrophage	xCell	BS_ZD5HN296	2.132135141936872	Lymphocyte-inflamed
Macrophage	xCell	BS_ZF6BSFNF	-0.3641973747268113	Myeloid-dominant
Macrophage	xCell	BS_ZM97KKXE	0.4521870879743383	Lymphocyte-inflamed
Macrophage	xCell	BS_ZV1P6W9C	-0.06042584637894658	Immune-desert
Macrophage	xCell	BS_ZVM8CAB0	1.953952313321738	Lymphocyte-inflamed
Macrophage	xCell	BS_ZZWMD6FA	0.77981798352057	Lymphocyte-inflamed
Macrophage	MCP	BS_00FD2KMP	-0.24769264352741593	Immune-desert
Macrophage	MCP	BS_028YFYJ6	0.4373787249890625	Myeloid-dominant
Macrophage	MCP	BS_052PZFMK	-1.2140683009612616	Immune-desert
Macrophage	MCP	BS_056Q8577	0.9402925636830571	Lymphocyte-inflamed
Macrophage	MCP	BS_08ST21QE	0.22929922643906328	Lymphocyte-inflamed
Macrophage	MCP	BS_0C7VZC0A	-0.6022324306792278	Myeloid-dominant
Macrophage	MCP	BS_0S8E7590	0.5515856222714786	Lymphocyte-inflamed
Macrophage	MCP	BS_0VXZCRJS	-0.20808664464946824	Myeloid-dominant
Macrophage	MCP	BS_0XEBS3PG	-0.8065413238483176	Immune-desert
Macrophage	MCP	BS_0ZA67BBC	0.38437186673323753	Myeloid-dominant
