axis	method	sample	z	ecotype
CD8 T cell	LM22	BS_X20JCR4H	0.596529147218034	Lymphocyte-inflamed
CD8 T cell	LM22	BS_X23724NJ	-0.11415675702314015	Myeloid-dominant
CD8 T cell	LM22	BS_X3HR4Z21	-0.5644762460816598	Myeloid-dominant
CD8 T cell	LM22	BS_X4DD4KSZ	-0.2703173854104764	Lymphocyte-inflamed
CD8 T cell	LM22	BS_X4X1SFSE	-0.6336390013354077	Immune-desert
CD8 T cell	LM22	BS_XG0DBWVT	-0.5242115253297405	Immune-desert
CD8 T cell	LM22	BS_XGDPK33A	-0.43489683174894556	Myeloid-dominant
CD8 T cell	LM22	BS_XM1AHBDJ	0.61871918751473	Immune-desert
CD8 T cell	LM22	BS_XQ5SFW35	-0.18202977303904916	Myeloid-dominant
CD8 T cell	LM22	BS_XQXXBWPD	-0.09168202155598487	Lymphocyte-inflamed
CD8 T cell	LM22	BS_XYVCMF4A	0.3965934502379155	Myeloid-dominant
CD8 T cell	LM22	BS_XZM79E42	-0.25333213949764694	Lymphocyte-inflamed
CD8 T cell	LM22	BS_YA0KMBRT	-0.8696252436864575	Myeloid-dominant
CD8 T cell	LM22	BS_YDEVMD24	-0.523510256706085	Myeloid-dominant
CD8 T cell	LM22	BS_YMKQT5V0	-0.5180789601445838	Lymphocyte-inflamed
CD8 T cell	LM22	BS_YR12D1ZY	-0.4828210589416739	Lymphocyte-inflamed
CD8 T cell	LM22	BS_YSZRQ95C	-0.46506694467798676	Myeloid-dominant
CD8 T cell	LM22	BS_YTWEM5SG	-0.8482203368043726	Lymphocyte-inflamed
CD8 T cell	LM22	BS_YZ2QFDAN	-0.5873383767648953	Myeloid-dominant
CD8 T cell	LM22	BS_Z0ZPD9S9	-0.5272694209962694	Lymphocyte-inflamed
CD8 T cell	LM22	BS_Z3RCA1T9	-0.6390044861582227	Myeloid-dominant
CD8 T cell	LM22	BS_Z8F3GM85	-0.8696252436864575	Lymphocyte-inflamed
CD8 T cell	LM22	BS_ZD5HN296	0.09341911775172092	Lymphocyte-inflamed
CD8 T cell	LM22	BS_ZF6BSFNF	-0.40807140527968766	Myeloid-dominant
CD8 T cell	LM22	BS_ZM97KKXE	0.6649431155361765	Lymphocyte-inflamed
CD8 T cell	LM22	BS_ZV1P6W9C	-0.347163062603885	Immune-desert
CD8 T cell	LM22	BS_ZVM8CAB0	0.37506795943948457	Lymphocyte-inflamed
CD8 T cell	LM22	BS_ZZWMD6FA	0.499298063249564	Lymphocyte-inflamed
CD8 T cell	xCell	BS_00FD2KMP	-0.24476196180043555	Immune-desert
CD8 T cell	xCell	BS_028YFYJ6	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_052PZFMK	-0.2330743231678928	Immune-desert
CD8 T cell	xCell	BS_056Q8577	-0.24476196180043572	Lymphocyte-inflamed
CD8 T cell	xCell	BS_08ST21QE	-0.24476196180043572	Lymphocyte-inflamed
CD8 T cell	xCell	BS_0C7VZC0A	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_0S8E7590	-0.2447619618004355	Lymphocyte-inflamed
CD8 T cell	xCell	BS_0VXZCRJS	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_0XEBS3PG	-0.24476196180043572	Immune-desert
CD8 T cell	xCell	BS_0ZA67BBC	-0.24476196180043544	Myeloid-dominant
CD8 T cell	xCell	BS_12G04QJM	0.04535310461119868	Myeloid-dominant
CD8 T cell	xCell	BS_17ZSMXFH	-0.24476196180043572	Immune-desert
CD8 T cell	xCell	BS_1A6MQ9ZA	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_1D93Z575	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_1EN5V3XW	-0.2447619618004356	Immune-desert
CD8 T cell	xCell	BS_223BM91B	-0.24476196180043439	Lymphocyte-inflamed
CD8 T cell	xCell	BS_25HNKZ79	-0.24476196180043455	Lymphocyte-inflamed
CD8 T cell	xCell	BS_2853394H	-0.024308618714557348	Immune-desert
CD8 T cell	xCell	BS_297H8BT4	-0.2447619618004355	Myeloid-dominant
CD8 T cell	xCell	BS_29X4ZX6Q	-0.24476196180043572	Immune-desert
CD8 T cell	xCell	BS_2A5R9MEJ	-0.24476196180043572	Immune-desert
CD8 T cell	xCell	BS_2ARXK0TD	-0.2447619618004355	Lymphocyte-inflamed
CD8 T cell	xCell	BS_2AV1H5TV	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_2DMBCHNF	-0.2447619618004355	Lymphocyte-inflamed
CD8 T cell	xCell	BS_2EN3X6HB	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_2FEZWH1F	-0.24476196180043572	Lymphocyte-inflamed
CD8 T cell	xCell	BS_2HNXVFAS	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_2JH1QMT1	-0.24476196180043422	Myeloid-dominant
CD8 T cell	xCell	BS_2JP7RBMB	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_2K01T8K6	-0.24476196180043572	Lymphocyte-inflamed
CD8 T cell	xCell	BS_2PDS3MSS	-0.24476196180043572	Lymphocyte-inflamed
CD8 T cell	xCell	BS_2T5PJAW8	-0.2447619618004348	Myeloid-dominant
CD8 T cell	xCell	BS_2WANPFBJ	-0.24476196180043572	Lymphocyte-inflamed
CD8 T cell	xCell	BS_30F3Z9FS	-0.2447619618004356	Lymphocyte-inflamed
CD8 T cell	xCell	BS_30VC3R2Q	-0.2447619618004355	Myeloid-dominant
CD8 T cell	xCell	BS_30YWQ3FY	-0.24476196180043572	Lymphocyte-inflamed
CD8 T cell	xCell	BS_31MBRWC4	3.139952938227825	Lymphocyte-inflamed
CD8 T cell	xCell	BS_333KCNDP	1.612233008803717	Lymphocyte-inflamed
CD8 T cell	xCell	BS_399RPKC9	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_3AC3SRWH	-0.24476196180043572	Immune-desert
CD8 T cell	xCell	BS_3MS8WVNR	-0.24476196180043497	Immune-desert
CD8 T cell	xCell	BS_3ZPJAK9A	-0.2442496899456912	Myeloid-dominant
CD8 T cell	xCell	BS_45J79YTF	-0.24476196180043572	Immune-desert
CD8 T cell	xCell	BS_49BQS7Z6	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_49CJNZ06	-0.2447619618004356	Myeloid-dominant
CD8 T cell	xCell	BS_4B0BAVTX	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_4BM3F6XJ	-0.2447619618004347	Myeloid-dominant
CD8 T cell	xCell	BS_4C6B11E4	-0.2447619618004355	Lymphocyte-inflamed
CD8 T cell	xCell	BS_4GNN7J8E	-0.24476196180043572	Lymphocyte-inflamed
CD8 T cell	xCell	BS_4KNBXM3C	-0.24476196180043566	Lymphocyte-inflamed
CD8 T cell	xCell	BS_4Q3KRCZT	-0.24476196180043572	Lymphocyte-inflamed
CD8 T cell	xCell	BS_4QW2S1Q8	-0.24476196180043572	Lymphocyte-inflamed
CD8 T cell	xCell	BS_4T0HQ9QF	-0.24476196180043544	Myeloid-dominant
CD8 T cell	xCell	BS_4V42BXBT	-0.24476196180043475	Myeloid-dominant
CD8 T cell	xCell	BS_51RA1PGE	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_52C576HH	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_5965SFPZ	-0.24476196180043555	Immune-desert
CD8 T cell	xCell	BS_5EFYPZT0	-0.20555884658397297	Myeloid-dominant
CD8 T cell	xCell	BS_5G5BD2MD	-0.2447619618004345	Lymphocyte-inflamed
CD8 T cell	xCell	BS_5K95FX4C	-0.24476196180043572	Lymphocyte-inflamed
CD8 T cell	xCell	BS_5KBXD2GQ	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_5PXZ8F7W	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_5VPM0F36	-0.2447619618004356	Lymphocyte-inflamed
CD8 T cell	xCell	BS_62SW4CC5	-0.24476196180043572	Lymphocyte-inflamed
CD8 T cell	xCell	BS_65WPD3DA	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_68KX6A42	-0.24476196180043572	Lymphocyte-inflamed
CD8 T cell	xCell	BS_6DCSD5Y6	-0.2447619618004356	Immune-desert
CD8 T cell	xCell	BS_6H4Q24WA	-0.24476196180043464	Lymphocyte-inflamed
CD8 T cell	xCell	BS_6M2053M0	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_6SY64H5J	-0.2447619618004352	Lymphocyte-inflamed
CD8 T cell	xCell	BS_6VRG1XFB	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_6WP1FHTE	-0.24476196180043572	Lymphocyte-inflamed
CD8 T cell	xCell	BS_7327SDAQ	-0.24476196180043544	Myeloid-dominant
CD8 T cell	xCell	BS_75YRDXET	-0.24476196180043572	Lymphocyte-inflamed
CD8 T cell	xCell	BS_77SBTNPN	-0.24476196180043486	Myeloid-dominant
CD8 T cell	xCell	BS_7AEF4D4G	-0.2447619618004354	Lymphocyte-inflamed
CD8 T cell	xCell	BS_7APCGCVF	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_7GJT4A6A	-0.24476196180043572	Immune-desert
CD8 T cell	xCell	BS_7GKWKGPH	-0.24476196180043572	Lymphocyte-inflamed
CD8 T cell	xCell	BS_7PVJ6Q3D	-0.24476196180043544	Immune-desert
CD8 T cell	xCell	BS_7WKNNRHK	-0.24476196180043536	Myeloid-dominant
CD8 T cell	xCell	BS_84VZX732	-0.2447619618004353	Myeloid-dominant
CD8 T cell	xCell	BS_84XCR9GG	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_8E8JKP01	-0.24476196180043555	Immune-desert
CD8 T cell	xCell	BS_8ERBDF7D	-0.24476196180043572	Immune-desert
CD8 T cell	xCell	BS_8JK9TXH2	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_8VD670NP	-0.24476196180043389	Myeloid-dominant
CD8 T cell	xCell	BS_8YWYN7VH	-0.24476196180043572	Lymphocyte-inflamed
CD8 T cell	xCell	BS_8ZE4Z9G5	-0.011283084023418594	Myeloid-dominant
CD8 T cell	xCell	BS_8ZY4GST0	-0.24476196180043572	Immune-desert
CD8 T cell	xCell	BS_91VYM11A	-0.22097303168496693	Myeloid-dominant
CD8 T cell	xCell	BS_956G6QPJ	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_97M1E2DW	-0.2447619618004352	Immune-desert
CD8 T cell	xCell	BS_9A1YTHFF	-0.2447619618004356	Lymphocyte-inflamed
CD8 T cell	xCell	BS_9B0A62MT	-0.2447619618004356	Lymphocyte-inflamed
CD8 T cell	xCell	BS_9CA93S6D	-0.24476196180043566	Immune-desert
CD8 T cell	xCell	BS_9FHEFJNP	-0.24476196180043297	Myeloid-dominant
CD8 T cell	xCell	BS_9FX3YREK	-0.2447619618004349	Immune-desert
CD8 T cell	xCell	BS_9GJ3DB1H	-0.24476196180043572	Lymphocyte-inflamed
CD8 T cell	xCell	BS_9JPQZQNG	-0.24476196180043475	Myeloid-dominant
CD8 T cell	xCell	BS_9TXEDSWB	-0.24476196180043508	Myeloid-dominant
CD8 T cell	xCell	BS_9XVACXP0	-0.24476196180043566	Myeloid-dominant
CD8 T cell	xCell	BS_9Y1K14Q5	-0.24476196180043433	Myeloid-dominant
CD8 T cell	xCell	BS_9ZJT0CP0	-0.2447619618004356	Myeloid-dominant
CD8 T cell	xCell	BS_A4PF49V0	-0.24476196180043572	Immune-desert
CD8 T cell	xCell	BS_A6NXR7RC	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_A7Q8G0Y1	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_A8XW5S0W	1.9550369030116317	Myeloid-dominant
CD8 T cell	xCell	BS_AWH9757B	-0.24476196180043572	Immune-desert
CD8 T cell	xCell	BS_AYSXRQWY	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_AZQM1JJH	-0.24476196180043572	Lymphocyte-inflamed
CD8 T cell	xCell	BS_B1C6GZ84	-0.24476196180043572	Immune-desert
CD8 T cell	xCell	BS_B3MQFFYP	-0.24476196180043555	Lymphocyte-inflamed
CD8 T cell	xCell	BS_B4R7X1KE	-0.24476196180043572	Immune-desert
CD8 T cell	xCell	BS_B57327NA	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_BBAEMXRD	0.05005674368611777	Immune-desert
CD8 T cell	xCell	BS_BBQ6BHGN	-0.24476196180043303	Myeloid-dominant
CD8 T cell	xCell	BS_BK0HGRXM	-0.24476196180043525	Lymphocyte-inflamed
CD8 T cell	xCell	BS_BMMY0H73	-0.2447619618004356	Myeloid-dominant
CD8 T cell	xCell	BS_C6ZZ3FY5	-0.24476196180043566	Myeloid-dominant
CD8 T cell	xCell	BS_C83TK159	-0.24476196180043508	Myeloid-dominant
CD8 T cell	xCell	BS_CBDQZ8PP	0.026924098663875663	Immune-desert
CD8 T cell	xCell	BS_CF63VG3S	-0.23093355693501078	Myeloid-dominant
CD8 T cell	xCell	BS_CFD3WHAY	-0.24476196180043486	Myeloid-dominant
CD8 T cell	xCell	BS_CG1RG607	-0.24476196180043555	Lymphocyte-inflamed
CD8 T cell	xCell	BS_CVEDJGHZ	0.4195557010645052	Lymphocyte-inflamed
CD8 T cell	xCell	BS_CXAQDK7S	-0.24476196180043572	Lymphocyte-inflamed
CD8 T cell	xCell	BS_CZPQ493E	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_D29RPBSZ	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_D4VNDNQA	-0.2447619618004353	Immune-desert
CD8 T cell	xCell	BS_D6J2BGDJ	-0.24476196180043572	Immune-desert
CD8 T cell	xCell	BS_DFGS950G	2.808055163497558	Immune-desert
CD8 T cell	xCell	BS_DNZVP92S	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_DR079H0D	-0.24476196180043566	Immune-desert
CD8 T cell	xCell	BS_DS438CXE	-0.2447619618004353	Immune-desert
CD8 T cell	xCell	BS_DSPVSM7D	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_DZNXFPH1	-0.2447619618004347	Lymphocyte-inflamed
CD8 T cell	xCell	BS_E7NVYA6G	-0.2447619618004355	Lymphocyte-inflamed
CD8 T cell	xCell	BS_E9CYN4NP	-0.24476196180043572	Immune-desert
CD8 T cell	xCell	BS_EB0XRBT9	-0.24476196180043572	Lymphocyte-inflamed
CD8 T cell	xCell	BS_EDJ5TV0P	4.933722134939612	Immune-desert
CD8 T cell	xCell	BS_EMQM7HTA	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_ENEYB4TG	-0.2447619618004355	Lymphocyte-inflamed
CD8 T cell	xCell	BS_EXPJQZTH	1.972945298203086	Lymphocyte-inflamed
CD8 T cell	xCell	BS_EZ3147MX	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_F0JB4EAK	-0.24476196180043555	Immune-desert
CD8 T cell	xCell	BS_F21R36MM	0.812150528333994	Myeloid-dominant
CD8 T cell	xCell	BS_F65GWS21	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_F6V1Y4QS	-0.24476196180043566	Myeloid-dominant
CD8 T cell	xCell	BS_F9Y4Z92G	-0.24476196180043433	Immune-desert
CD8 T cell	xCell	BS_FCDAH728	-0.2447619618004353	Myeloid-dominant
CD8 T cell	xCell	BS_FEV5A0HN	2.5617445511506416	Immune-desert
CD8 T cell	xCell	BS_FGJH1X0S	2.0845238964723696	Myeloid-dominant
CD8 T cell	xCell	BS_FKASA3MN	1.266453383091478	Immune-desert
CD8 T cell	xCell	BS_FN07P04C	0.5331851525312793	Immune-desert
CD8 T cell	xCell	BS_FX2P2WEG	7.338653182109184	Lymphocyte-inflamed
CD8 T cell	xCell	BS_FXJY0MNH	-0.24476196180043364	Lymphocyte-inflamed
CD8 T cell	xCell	BS_FYP2B298	-0.24476196180043572	Immune-desert
CD8 T cell	xCell	BS_G19QZG4S	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_G1E5DATJ	-0.2447619618004345	Myeloid-dominant
CD8 T cell	xCell	BS_G257VSS9	-0.24476196180043502	Immune-desert
CD8 T cell	xCell	BS_G3NN392N	-0.2447619618004356	Myeloid-dominant
CD8 T cell	xCell	BS_G3RJTBZD	-0.24476196180043572	Immune-desert
CD8 T cell	xCell	BS_G5NHSFD4	-0.24476196180043572	Immune-desert
CD8 T cell	xCell	BS_G8TXTX0H	-0.24476196180043566	Myeloid-dominant
CD8 T cell	xCell	BS_GG9W3J9Y	-0.24476196180043572	Immune-desert
CD8 T cell	xCell	BS_GW0GKWMS	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_GWHYM3R4	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_GWSJ4Z9H	-0.24476196180043566	Lymphocyte-inflamed
CD8 T cell	xCell	BS_H5VQJR7X	-0.24476196180043555	Myeloid-dominant
CD8 T cell	xCell	BS_H97S5SQN	-0.24476196180043536	Myeloid-dominant
CD8 T cell	xCell	BS_H9JYKFTV	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_HDHXX8Q7	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_HDPCQETG	-0.24476196180043147	Lymphocyte-inflamed
CD8 T cell	xCell	BS_HJRTC9JQ	-0.24476196180043572	Lymphocyte-inflamed
CD8 T cell	xCell	BS_HJV0J603	10.68013881537228	Lymphocyte-inflamed
CD8 T cell	xCell	BS_HRJ9145M	-0.24476196180043572	Lymphocyte-inflamed
CD8 T cell	xCell	BS_HWGWYCY7	-0.24476196180043142	Lymphocyte-inflamed
CD8 T cell	xCell	BS_HZ9AYDCQ	-0.24476196180043572	Lymphocyte-inflamed
CD8 T cell	xCell	BS_J4JY2F3H	-0.2447619618004354	Lymphocyte-inflamed
CD8 T cell	xCell	BS_J6212Y48	-0.24476196180043353	Myeloid-dominant
CD8 T cell	xCell	BS_J6W1RB7A	-0.24476196180043377	Myeloid-dominant
CD8 T cell	xCell	BS_J9CBGP57	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_JB43XBCQ	-0.24476196180043566	Lymphocyte-inflamed
CD8 T cell	xCell	BS_JDSNFYQ0	-0.24476196180043508	Lymphocyte-inflamed
CD8 T cell	xCell	BS_JJVH7WR0	1.3992650402427362	Immune-desert
CD8 T cell	xCell	BS_JMD386Z2	-0.2447619618004353	Myeloid-dominant
CD8 T cell	xCell	BS_JP95KMRD	-0.24476196180043566	Lymphocyte-inflamed
CD8 T cell	xCell	BS_JQGJQ2QZ	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_JQVAWTTM	-0.2447619618004354	Myeloid-dominant
CD8 T cell	xCell	BS_JQXHHK0K	2.18530906910207	Immune-desert
CD8 T cell	xCell	BS_JRYJGYC4	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_JS95PE0J	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_JTWNJ8T7	0.005936808186830596	Immune-desert
CD8 T cell	xCell	BS_JVW2JJ39	0.20617063851453987	Immune-desert
CD8 T cell	xCell	BS_K0X3PZGN	2.4314086516025806	Lymphocyte-inflamed
CD8 T cell	xCell	BS_K17VQECG	-0.24476196180043513	Lymphocyte-inflamed
CD8 T cell	xCell	BS_K2PCC777	-0.24476196180043572	Lymphocyte-inflamed
CD8 T cell	xCell	BS_K74N1BXQ	-0.24476196180043544	Myeloid-dominant
CD8 T cell	xCell	BS_K81PZXP2	-0.24476196180043497	Lymphocyte-inflamed
CD8 T cell	xCell	BS_K88T8SW7	4.323303842567519	Lymphocyte-inflamed
CD8 T cell	xCell	BS_KABQQA0T	-0.24476196180043464	Immune-desert
CD8 T cell	xCell	BS_KBEX4RT2	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_KFD5128N	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_KKDTW11T	-0.24476196180043572	Immune-desert
CD8 T cell	xCell	BS_KP735TJ6	-0.2447619618004355	Immune-desert
CD8 T cell	xCell	BS_KQ6ZW085	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_KRS4EV4X	-0.24476196180043566	Myeloid-dominant
CD8 T cell	xCell	BS_KS8HMGA6	-0.24476196180043383	Lymphocyte-inflamed
CD8 T cell	xCell	BS_KVPWHDR4	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_M0FA190Y	-0.24476196180043536	Myeloid-dominant
CD8 T cell	xCell	BS_M0XGZ53Z	2.7223368865584487	Immune-desert
CD8 T cell	xCell	BS_M1PVEHCM	0.6848366101258976	Immune-desert
CD8 T cell	xCell	BS_M54TWTH4	-0.24476196180043525	Myeloid-dominant
CD8 T cell	xCell	BS_M7XB258E	-0.2447619618004356	Lymphocyte-inflamed
CD8 T cell	xCell	BS_M85CXHDV	-0.24476196180043572	Lymphocyte-inflamed
CD8 T cell	xCell	BS_MB7WN0ZB	0.5660136804632724	Myeloid-dominant
CD8 T cell	xCell	BS_MD0937XT	-0.24476196180043572	Immune-desert
CD8 T cell	xCell	BS_MDBT7S5Z	-0.24476196180043433	Immune-desert
CD8 T cell	xCell	BS_ME6VQGG4	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_MFGZH8FK	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_MG78HQDM	4.361434949943178	Immune-desert
CD8 T cell	xCell	BS_MWWZBQ60	-0.2447619618004354	Myeloid-dominant
CD8 T cell	xCell	BS_N6TQBQ8M	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_N7SW36FD	-0.24476196180043502	Lymphocyte-inflamed
CD8 T cell	xCell	BS_N7VQ1GQB	-0.24476196180043572	Lymphocyte-inflamed
CD8 T cell	xCell	BS_NB9XXBW6	-0.24476196180043502	Myeloid-dominant
CD8 T cell	xCell	BS_NEFAASTR	-0.24476196180043572	Lymphocyte-inflamed
CD8 T cell	xCell	BS_NEVYM2FP	-0.2447619618004353	Myeloid-dominant
CD8 T cell	xCell	BS_NFKKDYSV	-0.2447619618004347	Lymphocyte-inflamed
CD8 T cell	xCell	BS_NGSG2KB6	-0.24476196180043572	Lymphocyte-inflamed
CD8 T cell	xCell	BS_NNYXMSTX	-0.24476196180043572	Lymphocyte-inflamed
CD8 T cell	xCell	BS_NPA6CZQF	-0.24476196180043186	Immune-desert
CD8 T cell	xCell	BS_NQ54ST98	-0.2447619618004356	Lymphocyte-inflamed
CD8 T cell	xCell	BS_NR3P3GN2	-0.24476196180043416	Myeloid-dominant
CD8 T cell	xCell	BS_NX1R0BC3	-0.24476196180043572	Lymphocyte-inflamed
CD8 T cell	xCell	BS_P0QF87WC	-0.2447619618004337	Myeloid-dominant
CD8 T cell	xCell	BS_P4PMWFMV	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_P7W3AYKV	1.739425109758287	Myeloid-dominant
CD8 T cell	xCell	BS_PENM28KT	2.0619696898786057	Myeloid-dominant
CD8 T cell	xCell	BS_PJC6FH4Y	-0.2447619618004347	Lymphocyte-inflamed
CD8 T cell	xCell	BS_PS0P3QJ3	-0.24476196180043486	Myeloid-dominant
CD8 T cell	xCell	BS_PXCPK5XS	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_PZVHMSYN	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_Q06J3RYW	-0.2447619618004356	Lymphocyte-inflamed
CD8 T cell	xCell	BS_Q35GFYDR	-0.21827365784128783	Myeloid-dominant
CD8 T cell	xCell	BS_Q9N5PRD5	-0.2447619618004347	Myeloid-dominant
CD8 T cell	xCell	BS_QB84TBA3	-0.24476196180043572	Immune-desert
CD8 T cell	xCell	BS_QGKEP3KB	-0.24476196180043572	Lymphocyte-inflamed
CD8 T cell	xCell	BS_QH0VYVJK	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_QHY302E8	-0.24476196180043566	Lymphocyte-inflamed
CD8 T cell	xCell	BS_QMBS32Y2	-0.24476196180043303	Myeloid-dominant
CD8 T cell	xCell	BS_QNNX91SM	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_QY2G1JZJ	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_QYA4TQXX	-0.24476196180043572	Immune-desert
CD8 T cell	xCell	BS_R5JQE0VJ	-0.24476196180043555	Myeloid-dominant
CD8 T cell	xCell	BS_R5SNFB5B	-0.2447619618004355	Immune-desert
CD8 T cell	xCell	BS_R9B92M75	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_RHAWQJ48	-0.24476196180043572	Lymphocyte-inflamed
CD8 T cell	xCell	BS_RHM60031	-0.24476196180043464	Myeloid-dominant
CD8 T cell	xCell	BS_RJC3WDD6	-0.24476196180043572	Immune-desert
CD8 T cell	xCell	BS_RN0VAY51	-0.24476196180043566	Myeloid-dominant
CD8 T cell	xCell	BS_RX1YTZ7F	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_RZBFH1QF	-0.2447619618004355	Immune-desert
CD8 T cell	xCell	BS_S2TA8R29	-0.2447619618004353	Myeloid-dominant
CD8 T cell	xCell	BS_S3C2PZAH	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_S3MET0JZ	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_S4V9E1XJ	-0.2447619618004353	Lymphocyte-inflamed
CD8 T cell	xCell	BS_S5P8VTN5	-0.24476196180043536	Myeloid-dominant
CD8 T cell	xCell	BS_S6B9DVNS	1.2740564541667911	Immune-desert
CD8 T cell	xCell	BS_S6S7SK3P	-0.24476196180043572	Immune-desert
CD8 T cell	xCell	BS_S8K878T3	-0.24476196180043572	Lymphocyte-inflamed
CD8 T cell	xCell	BS_SBMAM00V	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_SBMCD7XZ	-0.24476196180043364	Myeloid-dominant
CD8 T cell	xCell	BS_SD0EMK7Y	-0.2447619618004355	Lymphocyte-inflamed
CD8 T cell	xCell	BS_SD8YBRBR	-0.2447619618004356	Immune-desert
CD8 T cell	xCell	BS_SERDGASJ	-0.24476196180043555	Lymphocyte-inflamed
CD8 T cell	xCell	BS_SJVTZ5TH	-0.2447619618004356	Myeloid-dominant
CD8 T cell	xCell	BS_SMWQR2F1	-0.2447619618004349	Myeloid-dominant
CD8 T cell	xCell	BS_SNVM7CZT	-0.24476196180043272	Myeloid-dominant
CD8 T cell	xCell	BS_SR2RGDXJ	-0.2447619618004354	Myeloid-dominant
CD8 T cell	xCell	BS_SW9Z10F9	-0.24476196180043572	Lymphocyte-inflamed
CD8 T cell	xCell	BS_SY3J3XR9	-0.24476196180043394	Immune-desert
CD8 T cell	xCell	BS_T1YHK6B7	-0.24476196180043444	Myeloid-dominant
CD8 T cell	xCell	BS_T2F48Z4E	-0.24476196180043572	Lymphocyte-inflamed
CD8 T cell	xCell	BS_T9A8JJW5	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_TASG32Z2	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_TGS109T3	-0.24476196180043566	Immune-desert
CD8 T cell	xCell	BS_TM9MH0RP	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_TR2P8KRF	-0.24476196180043572	Myeloid-dominant
CD8 T cell	xCell	BS_TRKH2SPE	-0.24476196180043572	Myeloid-dominant
