TIS	Bagaev_Effector_cells	Bagaev_Checkpoint_inhibitor	Bagaev_TAMs
0.04813718134334286	0.01004212993469988	0.05679828456190205	0.01171444424033482
0.019184597779167614	0.0451386052923636	0.05222534600163548	0.03137981090753341
0.0034272459434840116	0.003909678385812631	0.025411152040444345	0.01473604851890017
0.03582614949995498	0.012286344542035543	0.10163113987635392	0.018847172086982396
0.001048851800183251	0.04189931266972888	0.03872442332320416	0.04626272366450963
0.02673815029744235	0.0033772114293210437	0.06217556710211531	0.012292556061837054
0.006853417666739493	0.018771007344094728	0.12773998500878272	0.037697670193256906
0.04164132272943973	0.006535253206513501	0.03652137742556734	0.026108351057409614
0.042706488527119085	0.005943903401575258	0.06104113997182449	0.03699548678429163
0.11195991645484381	0.0070141700591896386	0.1275203419523234	0.018487818932701156
0.006469093054080815	0.016669132956126532	0.06479981734151108	0.015947683752530434
0.06448154811040167	0.021357434873699743	0.012014972871572313	0.021683107785301647
0.010043038026359356	0.003100854882831084	0.09285011633751131	0.03195061622207015
0.007342373702205563	0.007531527535628102	0.10124670188664714	0.03699548678429163
0.005838857185606073	0.0035701823202835595	0.06141014313657588	0.009113534151362377
0.009873886506822555	0.04263365771515406	0.04935470986696031	0.016933467795174923
0.015153484542753717	0.006007491781191776	0.06505344983338052	0.020530356599975666
0.03881420656990688	0.0029117293844760504	0.03989768001515615	0.022980060466571053
0.007678171021326493	0.010154961106291008	0.06305510856755492	0.08630770407273967
0.00540635906570329	0.0034299822791223292	0.05352385530708892	0.02162182818640873
0.01305598582006795	0.02533743883471913	0.025940975638724214	0.018592330170305583
0.0023171001799471413	0.01566456238885783	0.005581813416360063	0.01045438073739252
0.004146621579538924	0.022874398583158102	0.11680926986719473	0.008329536016469168
0.023007685259599404	0.020530779261720044	0.1161134306934613	0.017518236347899223
0.007080333151361914	0.011235150115468676	0.029011315688363057	0.006797014561602657
0.02759267476915912	0.02057876133757341	0.058573471383581266	0.0061852809109295415
0.028646862356629832	0.0074101410322563385	0.029823977841862807	0.0068651201242513225
0.010950964742417727	0.011606164617205357	0.03788477322542178	0.03303233840212512
0.022520220353123784	0.008451866079830611	0.012391741330777995	0.004924311265845855
0.007733072362510448	0.00995985452842164	0.08535835886311845	0.01317828739362593
0.04581085078868683	0.004403750435899205	0.1754353118740109	0.017444742446255632
0.07485640414838632	0.049292367611502345	0.01996081316864501	0.040615425799435
0.009600342171552196	0.02051506981748519	0.02136848439613768	0.021837078231260038
0.010246124737035421	0.01271321342341403	0.009153471136101004	0.006479389039992879
0.0019728326040524854	0.026230947279644548	0.08830906698503817	0.02946116316614094
0.04192792479773347	0.008459782379200519	0.11584639954902236	0.013353598728134727
0.003807548100361135	0.00950381987253509	0.014768492000155476	0.06040983686108114
0.03794113456991991	0.008289883528336817	0.04314789495652616	0.011273154546779358
0.029443948474946195	0.01587174047472972	0.01859446700239062	0.015120760730494714
0.0031565693743942857	0.00942283414351002	0.05951543609685208	0.03030336711173232
0.03252794042518129	0.028190162898108023	0.04022375521034506	0.03343896622726538
0.0011421420691324852	0.016389374489893596	0.055660936884168156	0.01226570180544708
0.005576119656216907	0.019317908464147705	0.15093744377251295	0.02695274258357518
