Kids_First_Biospecimen_ID	Antigen_presentation_HLA_I	Antigen_presentation_HLA_II	CCR2_chemokine_axis	CSF1R_TAM_axis	Exhaustion_core	Hypoxia_HIF_targets	MDSC_granulocytic	MDSC_monocytic	Senescence_T_cell	Suppressive_cytokine_axis	TCM_Naive_loss	Treg_signature	HLA_I_minus_II
BS_4BM3F6XJ	0.6325989900169783	0.6385131699142843	0.270299691386043	0.3524913367755388	0.2854967365809161	0.701352799912354	0.1657626931764491	0.4593861784024526	0.4673664854574568	0.48131957359412286	0.27909893934286933	0.2894769017697989	-0.005914179897306027
BS_4C6B11E4	0.6875317280788955	0.6503367585032092	0.3658451373481569	0.47982048510165554	0.25430240777834817	0.6880699259054923	0.4969215232405996	0.5609095653262719	0.43039171998520903	0.47659872253365343	0.3679112012477125	0.3416880814752385	0.037194969575686354
BS_4GNN7J8E	0.6895871207286681	0.7464311789861946	0.29636117233711207	0.3025782299306269	0.41098388456328316	0.6296802707560086	0.43766065418229255	0.5731026453013001	0.529907961901798	0.5440406821826406	0.4623109411664313	0.4242321436473302	-0.056844058257526475
BS_4KNBXM3C	0.6902599332132348	0.6924031984507062	0.45315250688932024	0.4124912530607915	0.31810630386898503	0.5874624205215953	0.5307142603701415	0.4990875997433894	0.3872735564727696	0.4132536491522464	0.44794803977530856	0.24710865174458202	-0.0021432652374714367
BS_4Q3KRCZT	0.6525553641249758	0.707875240154201	0.2380372846022787	0.2750433000658362	0.3514292610390538	0.7103439197458112	0.4827992090579726	0.5490583317607233	0.4957163338935945	0.5029530047274899	0.4108229172774402	0.45444831865454843	-0.05531987602922517
BS_4QW2S1Q8	0.6810713465581969	0.6774689588431878	0.22150919105174305	0.27951149582752643	0.28474701180038825	0.6095277200822306	0.4018391063682099	0.5328640975947471	0.4636197268546604	0.5139334025892505	0.33844356982918294	0.27930888335166726	0.003602387715009092
BS_4T0HQ9QF	0.6513316839265801	0.6640201980863308	0.0756472781071443	0.2598857845933733	0.226599742686865	0.6901420736729122	0.24031017970630297	0.4718757674846913	0.4309911951366551	0.3864402096215439	0.2111584585466625	0.28548225134059724	-0.012688514159750697
BS_4V42BXBT	0.6131440270776601	0.6991838763901378	0.17754081568059946	0.2957681525208319	0.27342072714627824	0.6228180448474285	0.2064726588588775	0.4424713995519869	0.48748088718958715	0.38866984523742854	0.2683126220575883	0.320143323492336	-0.08603984931247766
BS_51RA1PGE	0.6843783430863777	0.7063716595472586	0.35375485142209273	0.4273283842638003	0.15243398428607188	0.7065274619983954	0.2799856540855868	0.4795405966515139	0.4577822666992119	0.4327924919086869	0.29528805454089635	0.2592833275633836	-0.021993316460880874
BS_52C576HH	0.6745240142434333	0.6726484465090931	0.15669830944636462	0.27077179147471814	0.22394352509893978	0.6337453064798222	0.27678115869140596	0.4844138492516981	0.4071736867461674	0.41955571960026583	0.25102868945703544	0.2773663710397177	0.0018755677343402777
