gene	log2FC	z	p	q_BH	mean_eco_log2tpm	mean_rest_log2tpm	n_eco	n_rest
SELPLG	1.7841427931025247	9.768220120923433	0.0	0.0	4.647243661649095	2.8631008685465704	111	238
BTK	1.54596350045144	11.36255495785064	0.0	0.0	3.3183983864747026	1.7724348860232626	111	238
FYB1	2.1514364572479954	11.543120925448328	0.0	0.0	4.668520090109961	2.517083632861966	111	238
C1S	1.9703129034277973	10.353208287241491	0.0	0.0	6.154085543124604	4.183772639696807	111	238
HLA-DQB1	2.1212040700921597	10.678454872409564	0.0	0.0	5.44639413632725	3.32519006623509	111	238
M6PR	0.9904425204521115	8.392045427812988	0.0	0.0	6.002767219355464	5.0123246989033525	111	238
ATP8B3	0.5043600378010857	8.701912577255076	0.0	0.0	0.9547035861525316	0.4503435483514458	111	238
KCNQ1	1.1217942755771726	9.990937134584934	0.0	0.0	2.546854832862989	1.4250605572858164	111	238
TRIM22	1.6092609342603477	10.125364795004662	0.0	0.0	5.18837608828557	3.579115154025222	111	238
AP1B1	1.0105818154861446	9.139941691080379	0.0	0.0	5.715799208140959	4.705217392654815	111	238
CD8A	0.7649539567142954	8.329958076178453	0.0	0.0	1.4598447344622836	0.6948907777479881	111	238
TMCO4	0.9451478456612463	8.415399385767264	0.0	0.0	2.4682480880689814	1.5231002424077351	111	238
BCL2A1	2.4200889426745205	11.649637758069046	0.0	0.0	4.263966085211488	1.8438771425369669	111	238
TGOLN2	1.2541868833213599	8.353312034132728	0.0	0.0	6.17232330496051	4.91813642163915	111	238
RNF144B	0.9246845287253413	9.44810001433069	0.0	0.0	2.5618506377944805	1.6371661090691392	111	238
GCH1	0.7564869128597693	8.993552247318217	0.0	0.0	1.6579804098082074	0.9014934969484381	111	238
TLR2	1.970622570062405	12.295574058560454	0.0	0.0	4.18015402037283	2.2095314503104246	111	238
SERPINB9	1.0685301287768934	9.329621398367538	0.0	0.0	2.7850105336833697	1.7164804049064764	111	238
SIGLEC22P	0.4238067759943942	8.415968994497856	0.0	0.0	0.6485688900825732	0.22476211408817903	111	238
MYOF	1.7380311280917744	10.55940664771582	0.0	0.0	4.199522609980221	2.4614914818884466	111	238
PTPN22	0.9136441903569048	11.396161872955574	0.0	0.0	1.319300636051229	0.4056564456943242	111	238
SPN	1.4879956424466891	11.24635477680986	0.0	0.0	2.379765218205243	0.891769575758554	111	238
RNLS	0.7427421010411637	8.581725135100148	0.0	0.0	1.9149779049575297	1.172235803916366	111	238
VAMP8	2.137504765364322	11.281670518106568	0.0	0.0	5.842614626716133	3.7051098613518114	111	238
CCL2	2.651010747609474	10.188591364100382	0.0	0.0	6.66355335902286	4.0125426114133855	111	238
CD68	2.5087264876455073	12.285321101409798	0.0	0.0	7.2192884798502215	4.710561992204714	111	238
CAPG	1.821667770036897	10.69953039544147	0.0	0.0	6.6040180770085675	4.78235030697167	111	238
CASS4	0.9675274998007792	10.417574073798395	0.0	0.0	1.661118695522936	0.6935911957221568	111	238
ANPEP	1.5446924223685807	8.469512215173511	0.0	0.0	2.8400511960945853	1.2953587737260046	111	238
SP140	1.059494453650881	11.396731481686166	0.0	0.0	2.0099010070743026	0.9504065534234216	111	238
STYXL2	0.4551146927536792	8.844884368633686	0.0	0.0	0.7306139463679427	0.27549925361426353	111	238
CTSH	1.4996163301246481	9.090385731518868	0.0	0.0	5.712813490663225	4.213197160538577	111	238
MOB1A	1.1068846498256724	8.760012667775467	0.0	0.0	5.2086056985819935	4.101721048756321	111	238
WIPF1	1.147209837916975	9.177535867299456	0.0	0.0	5.226468800871887	4.079258962954912	111	238
APOBEC3C	1.1741537188571352	9.313102745180368	0.0	0.0	3.102203999959785	1.9280502811026499	111	238
PCED1B	1.303588211216136	10.682442133523708	0.0	0.0	2.4710938362105166	1.1675056249943805	111	238
GPBAR1	0.4865278735806593	8.85171967340079	0.0	0.0	0.70873555155516	0.22220767797450067	111	238
SIGLEC10	1.7301676365238845	10.750225572464164	0.0	0.0	3.926472253380446	2.1963046168565614	111	238
CD2	1.2595254902543422	11.882607728881203	0.0	0.0	1.7339276539171087	0.4744021636627664	111	238
SIGLEC7	1.3121306231260963	11.688940760479898	0.0	0.0	2.2089963454676447	0.8968657223415485	111	238
ST14	1.5651881285398526	10.167515841068475	0.0	0.0	2.824926983562354	1.2597388550225013	111	238
VAMP5	1.5470042540596491	8.541852523958703	0.0	0.0	6.011185909304297	4.464181655244648	111	238
ADAP2	1.7076414978057746	11.899695990798964	0.0	0.0	4.410132214245645	2.7024907164398706	111	238
RAB20	1.2758428053741877	9.077854339445842	0.0	0.0	3.5967191331124977	2.32087632773831	111	238
ACSL5	1.025521549713167	10.244982628428996	0.0	0.0	2.547128574769284	1.5216070250561171	111	238
OASL	1.4578307628380123	9.98182339489546	0.0	0.0	2.578347829504232	1.1205170666662196	111	238
C16orf54	0.4659749987056597	9.854231039242835	0.0	0.0	0.8296563710866325	0.36368137238097276	111	238
DNAJC3	0.9412211516808546	8.600522223209687	0.0	0.0	4.178591364290119	3.2373702126092643	111	238
ACP3	1.1479787275182627	10.517825210382599	0.0	0.0	1.732802921586179	0.5848241940679163	111	238
APOBR	0.9956285740850703	10.113403011662228	0.0	0.0	2.0013568332891376	1.0057282592040673	111	238
MS4A14	0.9795826725873674	8.467803388981734	0.0	0.0	1.773188560192418	0.7936058876050506	111	238
C1QC	2.3096085429768847	12.155450310834805	0.0	0.0	8.042199313045124	5.7325907700682395	111	238
