sample,MCP_CD8,QTS_CD8,EPIC_CD8,Cytolytic_ssGSEA
BS_3AC3SRWH,0,0,0.00599614467560345,0.139174210358696
BS_3G3KWY18,0.16349873228288,0,0.00719861718625438,0.290720266858912
BS_3GAN6Q43,0.831877241191673,0,0.0405144491884998,0.325176583676576
BS_3MS8WVNR,0,0,0.00920447519928696,0.0676286114269356
BS_3P20Q2C3,0,0,0.0246428667519934,0.0455236938571962
BS_3PYESPHA,0.0976107966264223,0,0.0260068064048527,0.0932583071081601
BS_3Q0GTSYH,0.070389327891398,0,0.019605229047557,0.240627762460958
BS_3TJHY996,1.99638874644762,0.00910608812348639,0.0392868599857388,0.53358979044236
BS_3VJ0CA6A,0.0426443374084937,0,0.0352337983225891,0.300757051845816
BS_3XY76V8T,0.641546029087524,0,0.0302646780753779,0.350998154120866
BS_3XYJBBHQ,0.584962500721156,0,0.00564363190534453,0.447178140485763
BS_3Y2X2RBJ,1.4594316186373,0.000454606094822757,0.037182470033588,0.436827475031407
BS_3ZPJAK9A,0,0,0.00619907652457024,0.235343185162002
BS_401R3KV0,0.16349873228288,0,0.0152160884314667,0.279334413676719
BS_42DY6WS7,0.0976107966264223,0,0.0177110643584669,0.252412566393449
BS_42Y3YANN,0.189033824390017,0,0.0114348884063192,0.304727883766605
BS_45J79YTF,0.238786859587117,0,0.0116351718455804,0.1164371878575
BS_470DYRJQ,0.16349873228288,0,0.0154525284765009,0.320980100973763
BS_47SJZ3PH,0.367371065648529,0,0.0402225331242114,0.336229831914842
BS_49852ZBH,0.070389327891398,0,0.00950370038717345,0.301898105717892
BS_49BQS7Z6,0.0143552929770701,0,0.0142462269284835,0.162214306583589
BS_49CJNZ06,0.22650852980868,0,0.0114638918291885,0.153630338485522
BS_4A45GGSW,0.0840642647884746,0,0.0157204316774582,0.162059729193416
BS_4B0BAVTX,0.176322772640463,0,0.0062012547849312,0.255461147128473
BS_4BM3F6XJ,0.16349873228288,0,0.0117043449693425,0.354209175029524
BS_4BWB0FA0,0.565597175854225,0,0.00705790839744558,0.371868120226218
BS_4C4MZ4NT,0.124328135002202,0,0.00532018704480372,0.299895310900309
BS_4C6B11E4,0.443606651475615,0,0.00739732345281402,0.263214078031254
