sample,MCP_macro_mono,QTS_macro,EPIC_macro,xCell_macro_mono,Microglia_Klemm,MicrogliaCore_Bohlen,MDM_Klemm,MgTAM_Antunes,MoTAM_Antunes
BS_1G3WYEN3,3.99283505175118,0,0.00710826801770327,0.0615580758449458,0.829662494339769,0.807717920358999,0.643959887889029,0.810874531816892,0.677716247005178
BS_1HYS8CSC,8.00493951770044,0.101478341280757,0.0332862264034906,0.336119351589935,0.880086910028673,0.860471847700781,0.814995262565812,0.871912614099653,0.847691238295879
BS_1JDG6JV5,5.9866572438502,0.059411617111101,0.051275597331318,0.480719689291303,0.865401540977154,0.850389540268672,0.835339071834527,0.857310787806082,0.867221401579608
BS_1KYGSMA7,5.23976584233288,0.0126189512262935,0.0201618933991753,0.235954931299092,0.87981927274855,0.861287248914524,0.742496658222652,0.872683397142823,0.73991796308912
BS_1N76FQZY,5.6280221016781,0.0134029018641742,0.00964683227220482,0.0791521769262821,0.855214323408319,0.837074806490255,0.602523238051889,0.852935811843133,0.672942983493028
BS_1NPD7PVG,4.31130959473302,0.00932338609468095,0.0157966694302001,0.114433684938795,0.863289585700011,0.851124562514417,0.61947350706018,0.860100738106915,0.691229880598273
BS_1Z9AX9JS,5.52957349537408,0.0304184633711127,0.0187328046693142,0.147302392486426,0.847828527009992,0.826617950930605,0.646159465490966,0.842429611719992,0.676830462788716
BS_1ZVXF5FE,5.03671287270592,0.00877768826602552,0.0119030400493665,0.106843558210196,0.836423856215301,0.818600358497847,0.62355849135667,0.826648554349332,0.632396146014229
BS_21RE8W46,5.21853568130862,0.0149356457352785,0.00957991366331685,0.057440309779114,0.859611895752429,0.840887667322205,0.566909118914531,0.837973545466928,0.640199632418716
BS_223BM91B,8.14720092433244,0.0787387323309162,0.0276624711328092,0.337270237189722,0.78494570103134,0.764097198742891,0.798907513236236,0.770479933228351,0.838592115932889
BS_24AHZ9ZW,5.51290755704228,0.0348936727460805,0.0426625558819044,0.329106306888363,0.903758800714929,0.891572946525333,0.796107663539475,0.895513183242741,0.794577283251194
BS_25HNKZ79,6.94469500506276,0.0688081361519676,0.0240838984422034,0.194915660481475,0.827188978623468,0.801513009956908,0.80594856537336,0.819432933081713,0.806917423586297
BS_2720P44V,9.2609141088129,0.1560952374541,0.024335754177413,0.148732633159225,0.866738411686692,0.853595419391896,0.740751782527834,0.870743869414877,0.777599946169125
BS_27FYYPJG,5.57468188031844,0.0314553235870556,0.0196818717209853,0.172028396436711,0.819631824601813,0.798722712721859,0.699842205113261,0.800936005738698,0.72848428205855
BS_2853394H,3.44927538972712,0.00412544712598613,0.000430666338406295,3.34568867727379e-18,0.697739975855062,0.7031712286875,0.506893789384411,0.70864977687189,0.552163450303116
BS_297H8BT4,5.38797728081928,0.0492716977524088,0.0169576003879915,0.237110238870307,0.777040511534504,0.754555074583585,0.75697335428301,0.78965887482897,0.810653241157331
BS_29TRQXWM,6.41194349282308,0.0460141503354526,0.0271028413821887,0.172964110472523,0.843290228283142,0.826116925016748,0.696179892950575,0.84387742228765,0.74160792017612
BS_29X4ZX6Q,3.47551065050194,0,0.00610940695800008,0.0640841368004138,0.70353669675895,0.68474221862649,0.645662006971839,0.701201180015694,0.64945051144925
BS_2A5R9D97,5.05429774295218,0.0557387632732314,0.0168616216773062,0.309907964271472,0.788454863459182,0.761436599053901,0.790439673217034,0.779090383398003,0.810936749442975
BS_2A5R9MEJ,3.79362983640236,0,0.00729335776461138,0.0176846577368102,0.798271733972244,0.784285752813754,0.476250088542959,0.79470014331529,0.559636019568462
BS_2ADZNNV4,4.2941737425213,0.00822601282242446,0.00939428877185116,0.115152266371892,0.870601183592612,0.855140669377613,0.656889792178172,0.859829754157725,0.681233680735883
BS_2ARXK0TD,8.05466617630278,0.03419433794324,0.0105280578336228,0.0374801731445491,0.805786439136106,0.80215882491789,0.756363085265566,0.814436478051824,0.784707382174888
